"","id","task","step","condition","known","p","item_selection","action","feedback","immediate_score","total_score","task_sec"
"4235",62,4,5,"ll",0,0.2,"e","E","NA",500,2500,160.605
"4236",62,4,6,"ll",0,0.2,"f","E","NA",500,3000,162.113
"4237",62,4,7,"ll",0,0.2,"a","E","NA",500,3500,163.525
"4238",62,4,8,"ll",0,0.2,"b","E","NA",500,4000,164.967
"4239",62,4,9,"ll",0,0.2,"c","E","NA",500,4500,166.373
"4240",62,4,10,"ll",0,0.2,"d","E","NA",500,5000,167.783
"4241",62,5,1,"ll",0,0.2,"a","E","NA",500,500,172.991
"4242",62,5,2,"ll",0,0.2,"b","E","NA",500,1000,174.18
"4243",62,5,3,"ll",0,0.2,"c","E","NA",500,1500,175.518
"4244",62,5,4,"ll",0,0.2,"d","E","NA",500,2000,176.896
"4245",62,5,5,"ll",0,0.2,"e","E","NA",500,2500,178.334
"4246",62,5,6,"ll",0,0.2,"f","E","NA",500,3000,180.045
"4247",62,5,7,"ll",0,0.2,"a","E","NA",500,3500,181.335
"4248",62,5,8,"ll",0,0.2,"b","E","NA",500,4000,182.738
"4249",62,5,9,"ll",0,0.2,"c","E","NA",500,4500,184.051
"4250",62,5,10,"ll",0,0.2,"d","E","NA",500,5000,185.398
"4251",62,6,1,"ll",0,0.2,"a","E","NA",500,500,191.32
"4252",62,6,2,"ll",0,0.2,"b","E","NA",500,1000,192.923
"4253",62,6,3,"ll",0,0.2,"c","E","NA",500,1500,193.964
"4254",62,6,4,"ll",0,0.2,"d","E","NA",500,2000,195.408
"4255",62,6,5,"ll",0,0.2,"e","E","NA",500,2500,196.782
"4256",62,6,6,"ll",0,0.2,"f","E","NA",500,3000,198.77
"4257",62,6,7,"ll",0,0.2,"a","E","NA",500,3500,200.96
"4258",62,6,8,"ll",0,0.2,"b","E","NA",500,4000,202.305
"4259",62,6,9,"ll",0,0.2,"c","E","NA",500,4500,203.587
"4260",62,6,10,"ll",0,0.2,"d","E","NA",500,5000,204.918
"4261",62,7,1,"ll",0,0.2,"a","E","NA",500,500,209.058
"4262",62,7,2,"ll",0,0.2,"b","E","NA",500,1000,210.26
"4263",62,7,3,"ll",0,0.2,"c","E","NA",500,1500,211.542
"4264",62,7,4,"ll",0,0.2,"d","E","NA",500,2000,212.88
"4265",62,7,5,"ll",0,0.2,"e","E","NA",500,2500,214.306
"4266",62,7,6,"ll",0,0.2,"f","E","NA",500,3000,215.809
"4267",62,7,7,"ll",0,0.2,"a","E","NA",500,3500,217.268
"4268",62,7,8,"ll",0,0.2,"b","E","NA",500,4000,218.436
"4269",62,7,9,"ll",0,0.2,"c","E","NA",500,4500,219.84
"4270",62,7,10,"ll",0,0.2,"d","E","NA",500,5000,221.175
"4271",63,1,1,"lh",0,0.2,"a-f","F","0",0,0,103.11
"4272",63,1,2,"lh",0,0.2,"a-e","F","0",0,0,106.908
"4273",63,1,3,"lh",0,0.2,"d","E","NA",150,150,110.721
"4274",63,1,4,"lh",0,0.2,"d-d","F","1",0,150,119.401
"4275",63,1,5,"lh",0,0.2,"[dd]","E","NA",450,600,122.093
"4276",63,1,6,"lh",0,0.2,"[dd]","E","NA",450,1050,124.623
"4277",63,1,7,"lh",0,0.2,"[dd]","E","NA",450,1500,128.733
"4278",63,1,8,"lh",0,0.2,"[dd]","E","NA",450,1950,131.705
"4279",63,1,9,"lh",0,0.2,"[dd]-[dd]","F","1",0,1950,135.255
"4280",63,1,10,"lh",0,0.2,"[[dd][dd]]","E","NA",1350,3300,138.042
"4281",63,2,1,"lh",0,0.2,"e-f","F","1",0,0,146.407
"4282",63,2,2,"lh",0,0.2,"[ef]","E","NA",450,450,148.777
"4283",63,2,3,"lh",0,0.2,"[ef]-[ef]","F","1",0,450,152.111
"4284",63,2,4,"lh",0,0.2,"[[ef][ef]]","E","NA",1350,1800,154.377
"4285",63,2,5,"lh",0,0.2,"[[ef][ef]]","E","NA",1350,3150,158.007
"4286",63,2,6,"lh",0,0.2,"[[ef][ef]]","E","NA",1350,4500,160.563
"4287",63,2,7,"lh",0,0.2,"[[ef][ef]]-[[ef][ef]]","F","1",0,4500,164.398
"4288",63,2,8,"lh",0,0.2,"[[[ef][ef]][[ef][ef]]]","E","NA",4050,8550,166.53
"4289",63,2,9,"lh",0,0.2,"[[[ef][ef]][[ef][ef]]]","E","NA",4050,12600,169.51
"4290",63,2,10,"lh",0,0.2,"[[[ef][ef]][[ef][ef]]]","E","NA",4050,16650,172.114
"4291",63,3,1,"lh",0,0.2,"e-f","F","1",0,0,179.099
"4292",63,3,2,"lh",0,0.2,"[ef]","E","NA",450,450,182.039
"4293",63,3,3,"lh",0,0.2,"[ef]-[ef]","F","0",0,450,185.942
"4294",63,3,4,"lh",0,0.2,"[ef]-e","F","0",0,450,189.507
"4295",63,3,5,"lh",0,0.2,"[ef]","E","NA",450,900,191.828
"4296",63,3,6,"lh",0,0.2,"[ef]","E","NA",450,1350,194.08
"4297",63,3,7,"lh",0,0.2,"[ef]","E","NA",450,1800,196.602
"4298",63,3,8,"lh",0,0.2,"[ef]","E","NA",450,2250,198.79
"4299",63,3,9,"lh",0,0.2,"[ef]-d","F","0",0,2250,201.979
"4300",63,3,10,"lh",0,0.2,"[ef]","E","NA",450,2700,204.47
"4301",63,4,1,"lh",0,0.2,"e-f","F","0",0,0,210.036
"4302",63,4,2,"lh",0,0.2,"d-e","F","0",0,0,213.379
"4303",63,4,3,"lh",0,0.2,"c-c","F","0",0,0,216.559
"4304",63,4,4,"lh",0,0.2,"a-b","F","0",0,0,220.435
"4305",63,4,5,"lh",0,0.2,"a-a","F","1",0,0,223.446
"4306",63,4,6,"lh",0,0.2,"[aa]","E","NA",450,450,226.21
"4307",63,4,7,"lh",0,0.2,"[aa]-[aa]","F","0",0,450,229.238
"4308",63,4,8,"lh",0,0.2,"[aa]","E","NA",450,900,231.874
"4309",63,4,9,"lh",0,0.2,"[aa]","E","NA",450,1350,234.702
"4310",63,4,10,"lh",0,0.2,"[aa]","E","NA",450,1800,237.634
"4311",63,5,1,"lh",0,0.2,"f-f","F","1",0,0,243.891
"4312",63,5,2,"lh",0,0.2,"[ff]-a","F","0",0,0,249.436
"4313",63,5,3,"lh",0,0.2,"[ff]-[ff]","F","1",0,0,252.271
"4314",63,5,4,"lh",0,0.2,"[[ff][ff]]","E","NA",1350,1350,254.513
"4315",63,5,5,"lh",0,0.2,"[[ff][ff]]","E","NA",1350,2700,258.037
"4316",63,5,6,"lh",0,0.2,"[[ff][ff]]-[[ff][ff]]","F","0",0,2700,261.739
"4317",63,5,7,"lh",0,0.2,"[[ff][ff]]","E","NA",1350,4050,264.157
"4318",63,5,8,"lh",0,0.2,"[[ff][ff]]","E","NA",1350,5400,267.595
"4319",63,5,9,"lh",0,0.2,"[[ff][ff]]-[ff]","F","0",0,5400,273.282
"4320",63,5,10,"lh",0,0.2,"[[ff][ff]]","E","NA",1350,6750,276.156
"4321",63,6,1,"lh",0,0.2,"a-a","F","0",0,0,281.39
"4322",63,6,2,"lh",0,0.2,"b-e","F","0",0,0,284.881
"4323",63,6,3,"lh",0,0.2,"e-f","F","0",0,0,287.885
"4324",63,6,4,"lh",0,0.2,"e-e","F","1",0,0,290.105
"4325",63,6,5,"lh",0,0.2,"[ee]","E","NA",450,450,292.371
"4326",63,6,6,"lh",0,0.2,"[ee]-[ee]","F","0",0,450,295.889
"4327",63,6,7,"lh",0,0.2,"[ee]","E","NA",450,900,298.21
"4328",63,6,8,"lh",0,0.2,"[ee]","E","NA",450,1350,300.326
"4329",63,6,9,"lh",0,0.2,"[ee]","E","NA",450,1800,302.881
"4330",63,6,10,"lh",0,0.2,"[ee]","E","NA",450,2250,305.061
"4331",63,7,1,"lh",0,0.2,"f-f","F","0",0,0,310.179
"4332",63,7,2,"lh",0,0.2,"d-e","F","1",0,0,312.959
"4333",63,7,3,"lh",0,0.2,"[de]-[de]","F","0",0,0,316.371
"4334",63,7,4,"lh",0,0.2,"[de]-b","F","0",0,0,319.455
"4335",63,7,5,"lh",0,0.2,"[de]-a","F","0",0,0,322.996
"4336",63,7,6,"lh",0,0.2,"[de]","E","NA",450,450,325.174
"4337",63,7,7,"lh",0,0.2,"[de]","E","NA",450,900,335.516
"4338",63,7,8,"lh",0,0.2,"[de]-e","F","0",0,900,341.525
"4339",63,7,9,"lh",0,0.2,"[de]","E","NA",450,1350,344.456
"4340",63,7,10,"lh",0,0.2,"[de]","E","NA",450,1800,346.86
"4341",64,1,1,"hh",0,0.8,"a-b","F","1",0,0,99.144
"4342",64,1,2,"hh",0,0.8,"b-c","F","1",0,0,101.636
"4343",64,1,3,"hh",0,0.8,"c-d","F","1",0,0,104.626
"4344",64,1,4,"hh",0,0.8,"d-e","F","1",0,0,107.438
"4345",64,1,5,"hh",0,0.8,"e-f","F","1",0,0,111.568
"4346",64,1,6,"hh",0,0.8,"[ab]","E","NA",3,3,115.234
"4347",64,1,7,"hh",0,0.8,"[bc]","E","NA",3,6,116.469
"4348",64,1,8,"hh",0,0.8,"[cd]","E","NA",3,9,117.661
"4349",64,1,9,"hh",0,0.8,"[de]","E","NA",3,12,119.593
"4350",64,1,10,"hh",0,0.8,"[ef]","E","NA",3,15,121.155
"4351",64,2,1,"hh",0,0.8,"a-b","F","1",0,0,137.078
"4352",64,2,2,"hh",0,0.8,"[ab]-a","F","1",0,0,140.649
"4353",64,2,3,"hh",0,0.8,"[[ab]a]-[ab]","F","1",0,0,144.63
"4354",64,2,4,"hh",0,0.8,"[ab]-[ab]","F","1",0,0,151.845
"4355",64,2,5,"hh",0,0.8,"[[[ab]a][ab]]-[[ab][ab]]","F","0",0,0,157.555
"4356",64,2,6,"hh",0,0.8,"[[[ab]a][ab]]-[[ab]a]","F","1",0,0,163.275
"4357",64,2,7,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]","E","NA",81,81,166.981
"4358",64,2,8,"hh",0,0.8,"[[[ab]a][ab]]","E","NA",27,108,168.758
"4359",64,2,9,"hh",0,0.8,"[[ab][ab]]","E","NA",9,117,171.037
"4360",64,2,10,"hh",0,0.8,"[[ab]a]","E","NA",9,126,172.953
"4361",64,3,1,"hh",0,0.8,"a-b","F","1",0,0,180.099
"4362",64,3,2,"hh",0,0.8,"[ab]-a","F","0",0,0,183.667
"4363",64,3,3,"hh",0,0.8,"[ab]-b","F","1",0,0,188.401
"4364",64,3,4,"hh",0,0.8,"[[ab]b]-[ab]","F","1",0,0,190.884
"4365",64,3,5,"hh",0,0.8,"[[[ab]b][ab]]-[[ab]b]","F","1",0,0,193.796
"4366",64,3,6,"hh",0,0.8,"[[[[ab]b][ab]][[ab]b]]-[[[ab]b][ab]]","F","1",0,0,197.037
"4367",64,3,7,"hh",0,0.8,"[[[[[ab]b][ab]][[ab]b]][[[ab]b][ab]]]-[[[[ab]b][ab]][[ab]b]]","F","1",0,0,204.83
"4368",64,3,8,"hh",0,0.8,"[[[[[[ab]b][ab]][[ab]b]][[[ab]b][ab]]][[[[ab]b][ab]][[ab]b]]]","E","NA",729,729,207.63
"4369",64,3,9,"hh",0,0.8,"[[[[[ab]b][ab]][[ab]b]][[[ab]b][ab]]]","E","NA",243,972,209.282
"4370",64,3,10,"hh",0,0.8,"[[[[ab]b][ab]][[ab]b]]","E","NA",81,1053,212.136
"4371",64,4,1,"hh",0,0.8,"a-b","F","1",0,0,223.516
"4372",64,4,2,"hh",0,0.8,"[ab]-f","F","0",0,0,225.696
"4373",64,4,3,"hh",0,0.8,"[ab]-a","F","1",0,0,228.228
"4374",64,4,4,"hh",0,0.8,"[[ab]a]-[ab]","F","1",0,0,231.224
"4375",64,4,5,"hh",0,0.8,"[[[ab]a][ab]]-[[ab]a]","F","0",0,0,234.167
"4376",64,4,6,"hh",0,0.8,"[[[ab]a][ab]]-[ab]","F","1",0,0,237.707
"4377",64,4,7,"hh",0,0.8,"[[[[ab]a][ab]][ab]]-[[[ab]a][ab]]","F","1",0,0,246.2
"4378",64,4,8,"hh",0,0.8,"[[[[[ab]a][ab]][ab]][[[ab]a][ab]]]-[[[[ab]a][ab]][ab]]","F","0",0,0,253.066
"4379",64,4,9,"hh",0,0.8,"[[[[[ab]a][ab]][ab]][[[ab]a][ab]]]-[[[ab]a][ab]]","F","1",0,0,256.802
"4380",64,4,10,"hh",0,0.8,"[[[[[[ab]a][ab]][ab]][[[ab]a][ab]]][[[ab]a][ab]]]","E","NA",729,729,270.234
"4381",64,5,1,"hh",0,0.8,"a-b","F","1",0,0,275.486
"4382",64,5,2,"hh",0,0.8,"[ab]-a","F","1",0,0,278.219
"4383",64,5,3,"hh",0,0.8,"[[ab]a]-[ab]","F","1",0,0,280.728
"4384",64,5,4,"hh",0,0.8,"[[[ab]a][ab]]-[[ab]a]","F","1",0,0,283.07
"4385",64,5,5,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[[[ab]a][ab]]","F","0",0,0,285.32
"4386",64,5,6,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[[ab]a]","F","1",0,0,287.481
"4387",64,5,7,"hh",0,0.8,"[[[[[ab]a][ab]][[ab]a]][[ab]a]]-[[[[ab]a][ab]][[ab]a]]","F","1",0,0,290.525
"4388",64,5,8,"hh",0,0.8,"[[[[[[ab]a][ab]][[ab]a]][[ab]a]][[[[ab]a][ab]][[ab]a]]]","E","NA",729,729,294.132
"4389",64,5,9,"hh",0,0.8,"[[[[[ab]a][ab]][[ab]a]][[ab]a]]","E","NA",243,972,295.574
"4390",64,5,10,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]","E","NA",81,1053,297.32
"4391",64,6,1,"hh",0,0.8,"a-b","F","1",0,0,304.205
"4392",64,6,2,"hh",0,0.8,"[ab]-a","F","1",0,0,307.554
"4393",64,6,3,"hh",0,0.8,"[[ab]a]-[ab]","F","1",0,0,311.106
"4394",64,6,4,"hh",0,0.8,"[[[ab]a][ab]]-[[ab]a]","F","1",0,0,316.212
"4395",64,6,5,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[[ab]a]","F","1",0,0,318.6
"4396",64,6,6,"hh",0,0.8,"[[[[[ab]a][ab]][[ab]a]][[ab]a]]-[[[[ab]a][ab]][[ab]a]]","F","1",0,0,320.986
"4397",64,6,7,"hh",0,0.8,"[[[[[[ab]a][ab]][[ab]a]][[ab]a]][[[[ab]a][ab]][[ab]a]]]-[[[[[ab]a][ab]][[ab]a]][[ab]a]]","F","1",0,0,328.356
"4398",64,6,8,"hh",0,0.8,"[[[[[[[ab]a][ab]][[ab]a]][[ab]a]][[[[ab]a][ab]][[ab]a]]][[[[[ab]a][ab]][[ab]a]][[ab]a]]]","E","NA",2187,2187,330.998
"4399",64,6,9,"hh",0,0.8,"[[[[[[ab]a][ab]][[ab]a]][[ab]a]][[[[ab]a][ab]][[ab]a]]]","E","NA",729,2916,333.314
"4400",64,6,10,"hh",0,0.8,"[[[[[ab]a][ab]][[ab]a]][[ab]a]]","E","NA",243,3159,335.092
"4401",64,7,1,"hh",0,0.8,"a-b","F","1",0,0,340.884
"4402",64,7,2,"hh",0,0.8,"[ab]-a","F","1",0,0,343.936
"4403",64,7,3,"hh",0,0.8,"[[ab]a]-[ab]","F","1",0,0,346.868
"4404",64,7,4,"hh",0,0.8,"[[[ab]a][ab]]-[[ab]a]","F","1",0,0,350.61
"4405",64,7,5,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[[ab]a]","F","0",0,0,353.735
"4406",64,7,6,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[[[ab]a][ab]]","F","0",0,0,356.255
"4407",64,7,7,"hh",0,0.8,"[[[[ab]a][ab]][[ab]a]]-[ab]","F","1",0,0,361.303
"4408",64,7,8,"hh",0,0.8,"[[[[[ab]a][ab]][[ab]a]][ab]]-[[[[ab]a][ab]][[ab]a]]","F","1",0,0,366.589
"4409",64,7,9,"hh",0,0.8,"[[[[[[ab]a][ab]][[ab]a]][ab]][[[[ab]a][ab]][[ab]a]]]-[[[[[ab]a][ab]][[ab]a]][ab]]","F","1",0,0,369.917
"4410",64,7,10,"hh",0,0.8,"[[[[[[[ab]a][ab]][[ab]a]][ab]][[[[ab]a][ab]][[ab]a]]][[[[[ab]a][ab]][[ab]a]][ab]]]","E","NA",2187,2187,372.75
"4411",65,1,1,"hl",0,0.8,"a-c","F","1",0,0,162.625
"4412",65,1,2,"hl",0,0.8,"[ac]-f","F","1",0,0,166.666
"4413",65,1,3,"hl",0,0.8,"[[ac]f]-[ac]","F","1",0,0,171.204
"4414",65,1,4,"hl",0,0.8,"[[[ac]f][ac]]-[[ac]f]","F","1",0,0,175.342
"4415",65,1,5,"hl",0,0.8,"[[[[ac]f][ac]][[ac]f]]-[[[ac]f][ac]]","F","1",0,0,179.229
"4416",65,1,6,"hl",0,0.8,"[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]]-[[[[ac]f][ac]][[ac]f]]","F","1",0,0,183.445
"4417",65,1,7,"hl",0,0.8,"[[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]]-[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]]","F","1",0,0,187.76
"4418",65,1,8,"hl",0,0.8,"[[[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]][[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]]]-[[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]]","F","1",0,0,192.703
"4419",65,1,9,"hl",0,0.8,"[[[[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]][[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]]][[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]]]","E","NA",3855,3855,197.715
"4420",65,1,10,"hl",0,0.8,"[[[[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]][[[[ac]f][ac]][[ac]f]]][[[[[ac]f][ac]][[ac]f]][[[ac]f][ac]]]]","E","NA",2570,6425,202.004
"4421",65,2,1,"hl",0,0.8,"e-f","F","0",0,0,216.707
"4422",65,2,2,"hl",0,0.8,"d-f","F","1",0,0,220.939
"4423",65,2,3,"hl",0,0.8,"[df]-c","F","1",0,0,225.489
"4424",65,2,4,"hl",0,0.8,"[[df]c]-[df]","F","1",0,0,229.999
"4425",65,2,5,"hl",0,0.8,"[[[df]c][df]]-[[df]c]","F","0",0,0,233.997
"4426",65,2,6,"hl",0,0.8,"[[[df]c][df]]-[df]","F","1",0,0,238.226
"4427",65,2,7,"hl",0,0.8,"[[[[df]c][df]][df]]-[[[df]c][df]]","F","1",0,0,242.533
"4428",65,2,8,"hl",0,0.8,"[[[[[df]c][df]][df]][[[df]c][df]]]-[[[[df]c][df]][df]]","F","1",0,0,246.706
"4429",65,2,9,"hl",0,0.8,"[[[[[[df]c][df]][df]][[[df]c][df]]][[[[df]c][df]][df]]]-[[[[[df]c][df]][df]][[[df]c][df]]]","F","1",0,0,258.741
"4430",65,2,10,"hl",0,0.8,"[[[[[[[df]c][df]][df]][[[df]c][df]]][[[[df]c][df]][df]]][[[[[df]c][df]][df]][[[df]c][df]]]]","E","NA",2570,2570,266.411
"4431",65,3,1,"hl",0,0.8,"c-f","F","1",0,0,281.305
"4432",65,3,2,"hl",0,0.8,"[cf]-b","F","1",0,0,285.332
"4433",65,3,3,"hl",0,0.8,"[[cf]b]-[cf]","F","1",0,0,295.456
"4434",65,3,4,"hl",0,0.8,"[[[cf]b][cf]]-[[cf]b]","F","1",0,0,300.297
"4435",65,3,5,"hl",0,0.8,"[[[[cf]b][cf]][[cf]b]]-[[[cf]b][cf]]","F","0",0,0,305.472
"4436",65,3,6,"hl",0,0.8,"[[[[cf]b][cf]][[cf]b]]-[[cf]b]","F","1",0,0,310.201
"4437",65,3,7,"hl",0,0.8,"[[[[[cf]b][cf]][[cf]b]][[cf]b]]-[[[[cf]b][cf]][[cf]b]]","F","1",0,0,314.817
"4438",65,3,8,"hl",0,0.8,"[[[[[[cf]b][cf]][[cf]b]][[cf]b]][[[[cf]b][cf]][[cf]b]]]-[[[[[cf]b][cf]][[cf]b]][[cf]b]]","F","1",0,0,320.216
"4439",65,3,9,"hl",0,0.8,"[[[[[[[cf]b][cf]][[cf]b]][[cf]b]][[[[cf]b][cf]][[cf]b]]][[[[[cf]b][cf]][[cf]b]][[cf]b]]]-[[[[[[cf]b][cf]][[cf]b]][[cf]b]][[[[cf]b][cf]][[cf]b]]]","F","1",0,0,328.21
"4440",65,3,10,"hl",0,0.8,"[[[[[[[[cf]b][cf]][[cf]b]][[cf]b]][[[[cf]b][cf]][[cf]b]]][[[[[cf]b][cf]][[cf]b]][[cf]b]]][[[[[[cf]b][cf]][[cf]b]][[cf]b]][[[[cf]b][cf]][[cf]b]]]]","E","NA",3855,3855,335.213
"4441",65,4,1,"hl",0,0.8,"b-e","F","1",0,0,346.697
"4442",65,4,2,"hl",0,0.8,"[be]-f","F","1",0,0,352.346
"4443",65,4,3,"hl",0,0.8,"[[be]f]-[be]","F","1",0,0,360.958
"4444",65,4,4,"hl",0,0.8,"[[[be]f][be]]-[[be]f]","F","1",0,0,365.672
"4445",65,4,5,"hl",0,0.8,"[[[[be]f][be]][[be]f]]-[[[be]f][be]]","F","0",0,0,369.928
"4446",65,4,6,"hl",0,0.8,"[[[[be]f][be]][[be]f]]-[[be]f]","F","1",0,0,374.784
"4447",65,4,7,"hl",0,0.8,"[[[[[be]f][be]][[be]f]][[be]f]]-[[[[be]f][be]][[be]f]]","F","0",0,0,378.913
"4448",65,4,8,"hl",0,0.8,"[[[[[be]f][be]][[be]f]][[be]f]]-[[[be]f][be]]","F","1",0,0,399.078
"4449",65,4,9,"hl",0,0.8,"[[[[[[be]f][be]][[be]f]][[be]f]][[[be]f][be]]]-[[[[[be]f][be]][[be]f]][[be]f]]","F","1",0,0,405.463
"4450",65,4,10,"hl",0,0.8,"[[[[[[[be]f][be]][[be]f]][[be]f]][[[be]f][be]]][[[[[be]f][be]][[be]f]][[be]f]]]","E","NA",2570,2570,409.715
"4451",65,5,1,"hl",0,0.8,"a-e","F","1",0,0,421.192
"4452",65,5,2,"hl",0,0.8,"[ae]-f","F","1",0,0,425.673
"4453",65,5,3,"hl",0,0.8,"[[ae]f]-[ae]","F","1",0,0,430.242
"4454",65,5,4,"hl",0,0.8,"[[[ae]f][ae]]-[[ae]f]","F","1",0,0,434.762
"4455",65,5,5,"hl",0,0.8,"[[[[ae]f][ae]][[ae]f]]-[[[ae]f][ae]]","F","1",0,0,439.081
"4456",65,5,6,"hl",0,0.8,"[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]]-[[[[ae]f][ae]][[ae]f]]","F","1",0,0,443.129
"4457",65,5,7,"hl",0,0.8,"[[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]]-[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]]","F","1",0,0,449.153
"4458",65,5,8,"hl",0,0.8,"[[[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]][[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]]]-[[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]]","F","1",0,0,458.565
"4459",65,5,9,"hl",0,0.8,"[[[[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]][[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]]][[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]]]","E","NA",3855,3855,465.712
"4460",65,5,10,"hl",0,0.8,"[[[[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]][[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]]][[[[[[ae]f][ae]][[ae]f]][[[ae]f][ae]]][[[[ae]f][ae]][[ae]f]]]]","E","NA",3855,7710,479.891
"4461",65,6,1,"hl",0,0.8,"c-f","F","1",0,0,516.531
"4462",65,6,2,"hl",0,0.8,"[cf]-f","F","1",0,0,520.338
"4463",65,6,3,"hl",0,0.8,"[[cf]f]-[cf]","F","1",0,0,524.923
"4464",65,6,4,"hl",0,0.8,"[[[cf]f][cf]]-[[cf]f]","F","1",0,0,528.722
"4465",65,6,5,"hl",0,0.8,"[[[[cf]f][cf]][[cf]f]]-[[[cf]f][cf]]","F","1",0,0,533.042
"4466",65,6,6,"hl",0,0.8,"[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]]-[[[[cf]f][cf]][[cf]f]]","F","1",0,0,538.296
"4467",65,6,7,"hl",0,0.8,"[[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]]-[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]]","F","1",0,0,543.748
"4468",65,6,8,"hl",0,0.8,"[[[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]][[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]]]-[[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]]","F","1",0,0,550.053
"4469",65,6,9,"hl",0,0.8,"[[[[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]][[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]]][[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]]]","E","NA",3855,3855,556.907
"4470",65,6,10,"hl",0,0.8,"[[[[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]][[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]]][[[[[[cf]f][cf]][[cf]f]][[[cf]f][cf]]][[[[cf]f][cf]][[cf]f]]]]","E","NA",3855,7710,562.161
"4471",65,7,1,"hl",0,0.8,"c-f","F","1",0,0,576.386
"4472",65,7,2,"hl",0,0.8,"[cf]-d","F","1",0,0,580.354
"4473",65,7,3,"hl",0,0.8,"[[cf]d]-[cf]","F","1",0,0,585.614
"4474",65,7,4,"hl",0,0.8,"[[[cf]d][cf]]-[[cf]d]","F","1",0,0,589.685
"4475",65,7,5,"hl",0,0.8,"[[[[cf]d][cf]][[cf]d]]-[[[cf]d][cf]]","F","1",0,0,593.741
"4476",65,7,6,"hl",0,0.8,"[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]-[[[[cf]d][cf]][[cf]d]]","F","0",0,0,597.65
"4477",65,7,7,"hl",0,0.8,"[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]-[[[cf]d][cf]]","F","1",0,0,603.424
"4478",65,7,8,"hl",0,0.8,"[[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]][[[cf]d][cf]]]-[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]","F","1",0,0,610.309
"4479",65,7,9,"hl",0,0.8,"[[[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]][[[cf]d][cf]]][[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]]","E","NA",2570,2570,624.937
"4480",65,7,10,"hl",0,0.8,"[[[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]][[[cf]d][cf]]][[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]]","E","NA",2570,5140,627.809
"4481",66,1,1,"lh",0,0.2,"a-b","F","0",0,0,69.746
