"","prolific_id","date","time","assignment","age","sex","instruction","total_score","task_duration","engagement","difficulty","strategy","feedback","token","start_time"
"132","646eb15ee5446a66e5e5fbd3","2023_12_15","03_51_29","bhl","41","male",1,6975,482883,"9","1","fuse until 2 dailures then extravt as normal","nope  good game.","J5IENXN9",1702482145338
"133","607d6e86f96c147cf2b3223c","2023_12_14","16_51_31","bll","31","female",1,22750,341132,"9","7","try double letters initially. if i couldnt find a combo id just stick a few single letters in to extract.","Was different!","XOPHQ7EJ",1702482289614
"134","5ffcd1eacfbe9e161495d884","2023_12_14","16_51_52","bll","43","male",3,21875,341215,"8","5","try fusing for 50 of tries then extract","no","KV2EZDYX",1702482310455
"135","648028bc524faa07ef0547eb","2023_12_14","16_52_22","bll","51","female",1,28750,364951,"8","5","Tried to find a combination and once found extracted as many times as possible. If no combination found within 4 or 5 moves then extracted to maximise number of moves remaining","","MPAGFADD",1702482317025
"136","5e4176733f2ecf000aa8e2ad","2023_12_14","16_52_28","bhh","47","female",1,333,409951,"9","8","sequence","","L8R6FCDM",1702482277783
"137","630be3605287a0f49b87c709","2023_12_14","16_52_10","bll","73","female",4,30000,376567,"9","9","try one fuse otherwise stick to single extractions","none","TV81PLET",1702482292497
"138","5ab8c3fb9534ba0001c6b60d","2023_12_14","16_52_46","bhh","44","male",3,189,256271,"9","7","I wanted to get a quick fuse or two to find the higher price the better and then get in as many as those as quickly as possible.","","IR97IQGF",1702482449019
"139","5d66c1382d1a18000170759b","2023_12_14","16_52_55","bhl","29","female",2,8395,513393,"10","4","Trial and error of different methods ","fun","B4GH1CY6",1702482200999
"140","6511a5021868e578451fc530","2023_12_14","16_52_54","bll","56","female",7,0,510838,"4","10","Trying different combinations.","No","64AL6XU7",1702482202921
"141","6124d3c85b6ea8a350177dcc","2023_12_14","16_53_16","bhh","67","female",1,632,736564,"8","6","fusing","","AC6SVZL0",1702481998738
"142","60a674515b64fa204593b1f3","2023_12_14","16_53_43","bhl","59","female",2,21041,338396,"10","2","Get a decent size fuse and then just keep extracting it.","nothing to add.","32OQ8014",1702482423827
"143","5bce03901f3317000110ad31","2023_12_14","16_53_44","bhl","51","male",2,14693,448671,"9","2","I tried to balance the number of extractions with the number of fusions to give higher energy","It was fun hope there was good data","CTKCUMQI",1702482314620
"144","62d815be5d2310217310adb3","2023_12_14","16_53_52","bhh","46","female",1,7614,480985,"8","4","to maximise the earning by fusing as much as possible before extracting","no","FKGI7SYZ",1702482290695
"145","63cf05631552a8d1b2348bd6","2023_12_14","16_54_20","blh","67","female",4,20400,422924,"10","5","Tried to fuse and then find a second fuse ","","G39LYXIS",1702482377024
"146","5f1e1924c9f24d7af7632e2e","2023_12_14","09_54_48","bll","27","male",3,28785,388269,"9","3","I would spend the first 4 turns trying to make fusions. The last 3 would be spent extracting my highest value crystal.","None.","TKBQIW4S",1702482439066
"147","5ac4b010f69e940001d97645","2023_12_14","16_55_04","bll","44","female",1,28500,573182,"8","6","I would try no more than 5 fuse combinations before extracting crystals. If I found a fuse combination Id exclusively extract that crystal to maximise my points.","It was interesting and fun to complete.","KRI8XXPP",1702482269818
"148","6543abc4a891f67206a11481","2023_12_14","16_55_14","bhl","57","male",4,15427,539865,"10","8","Maximise the points available from an individual crystal before extracting. The extract each crystal in order of value in turn.","That was fun.","XU2OSZGZ",1702482313182
"149","62cee0344bbf495f81b5643a","2023_12_14","16_56_45","bll","23","male",1,35000,229547,"2","6","Dont fuse the crystals in order to negate the risk of not gaining points","","2AVZAQW5",1702482715277
"150","5f392fae9168cc472f0468f6","2023_12_14","16_56_19","bll","76","male",2,34000,350271,"8","4","Originally I decided to forget about fusing but now realise it might have been better to find a fuse and keep extracting it","","AY7DYBQQ",1702482568503
"151","5720da35951c9b0011d3dfe0","2023_12_14","16_56_30","bll","60","male",1,35253,510217,"10","2","I fused early. If I got lucky and got an early fuse success I kept fusing. By about halfway I would look to extract. Only once did I keep fusing till n ear the end and try every combination. There were no further paths to success and this was the worst round.","no","5D1WO43G",1702482419400
"152","63d10f0e868986d890b2c5ba","2023_12_14","16_56_59","bll","31","female",5,32750,229342,"8","7","try to get a fuse and extract the fuses","nope","TQD13UOB",1702482729524
"153","656f1215f5223c243e5879c6","2023_12_14","16_58_01","bll","43","male",1,22252,1313703,"7","5","Try to find workable fusion crystals first and then maximise them by fusing them again","The instructions and explanation are really overcomplex but getting a chance to try is useful","FRZ5F2PW",1702481706591
"154","65353d8ebdfd9057840aea05","2023_12_14","09_58_11","bll","25","female",2,33910,374792,"10","1","try a few fuses to begin after a few attempts cut losses and take the 500 p ","","ANMQ2KYB",1702482656163
"155","5dc597a98499c540c815ccd5","2023_12_14","16_58_37","bll","37","male",2,32750,350159,"10","4","Tried to get a fusion quickly then farm it. ","no","OXPWQG8O",1702482706389
"156","5f860adba36f4012cb5043c0","2023_12_14","16_58_54","bhl","23","female",3,29054,798844,"9","4","Just trying to optimize the fuse option as much as I could","NA","WKD6KLHA",1702482274263
"157","6537d382e6ef905f0b52d045","2023_12_14","11_59_03","bhh","38","male",2,28269,311625,"10","7","Fuse the two highest numbers if that didnt work tried to fuse the highest with the third highest etc.. until I got to 9 then Id extract top one","Nope","87E53UB3",1702482770385
"158","5f5321e81b493262891b81c8","2023_12_14","08_59_39","bll","25","female",1,36974,329969,"10","3","Random","","CIL5AXU0",1702482788209
"159","6051f9a32647a5a8f1dc723a","2023_12_14","17_59_53","bhh","25","female",5,12492,486288,"10","4","I was taking risks with all the highest value crystals as that was the only way to guarantee higher points","no","CXMDSNEC",1702482646494
"160","62b5d90d09660072824f68cf","2023_12_14","16_60_07","blh","38","male",3,10800,289556,"5","7","I didnt realise you could extract multiple times. If I had I would have played until I could find a fuse and just extracted from this till the end","no","UQEAI7V6",1702482856472
"161","5ecc5a663823de80ecbe966a","2023_12_14","10_60_43","blh","60","male",4,8400,427260,"10","0","just guessed at it","it was very different","J4TTIOSD",1702482754873
"162","5e83b33925e95c108cc1ffc6","2023_12_14","16_60_58","bhl","29","male",4,18780,246158,"10","7","I experimented with fusion as much as possible before extracting","No","YQCF5YPK",1702482951576
"163","62c6ad01d7ad711abdf2eb4c","2023_12_14","17_01_08","bll","47","female",1,11250,413153,"10","5","Followed a pattern of ae be cd to start then towards the end just did random","","8AQS14WL",1702482794041
"164","5c3a4e759e794d000129a225","2023_12_14","17_01_10","bll","37","female",2,30875,297888,"8","6","try a few different varieties until I decide to cash out as much as I can the simple way.","no","7YXB58SE",1702482911440
"165","60e3323fc99408789b40cf06","2023_12_14","17_01_16","bll","56","female",2,12500,389618,"10","5","if i fused i used that to try and get more points","nothing","ABFIY32Z",1702482825776
"166","5e13ff1b94d5eea33e200fce","2023_12_14","13_01_28","blh","50","male",9,13200,366977,"7","10","just taking a chance ","No","JLUPXBJ4",1702482860691
"167","575cb21f395e6f000681230d","2023_12_14","17_01_41","bll","24","female",1,35000,224732,"10","0","I didnt think the fusion chance was worth it - felt like it would more likely lose me points.","","0QAVDHAR",1702483015857
"168","6405b1bec30102b0c14b7d08","2023_12_14","17_02_22","blh","33","female",1,25200,405442,"10","3","Trying to fuse early and then get the most points","So fun!","BU47I0CM",1702482876425
"169","5873b2d22bd3c90001859b76","2023_12_14","17_02_38","bhl","45","male",4,0,542298,"8","2","I tried to fuse the crystals to get more energy.","I realise now i should have fused crystals but then on the last chance I should have collected.","ILYYJV1J",1702482755049
"170","5ad8dbe2e34a050001b83eac","2023_12_14","17_02_60","blh","56","female",1,10650,343198,"10","5","It was trial and error","no thanks","YAJ10UEY",1702482976709
"171","5d7ebf9e93902b0001965912","2023_12_14","17_03_09","blh","39","male",1,8400,502671,"9","6","Tried to see if fusion had any benefit in the amount per round in the earlier rounds then just stuck with the guaranteed amount as fusion did not occur frequent enough","no","9ODXR4VB",1702482826056
"172","6547a1d8f1d0ad1c23a984c5","2023_12_14","13_03_42","bhh","29","female",5,1110,574534,"9","3","Fuse higher valued crystals as much as possible while being mindful of number of attempts left. Extracting highest value crystals when running out of attempts.","No","V2DLAP64",1702482787045
"173","5d161f336f6d87001612b274","2023_12_14","17_03_48","bll","27","female",2,22875,358757,"8","2","trying the fuse for a while until abandoning ship and just extracting as much as possible.","fun!","KODQWGDR",1702483008908
"174","647c63a4b86409f3df84337b","2023_12_14","17_05_29","bll","57","male",2,14375,402965,"8","8","try and remember which combination worked although that was fairly unsuccessful. towards the end just extract rather than fuse","","FU4AKGJY",1702483065953
"175","609ab94f178ec843226336a7","2023_12_14","17_05_35","bhl","52","male",1,19445,717173,"8","3","If fuse failed within a couple of steps bank if fused then build up value.","Very interesting game thanks for the opportunity to contribute and good luck with the study.","CVQW82VY",1702482757412
"176","6038d61ed98e9525e3365a7c","2023_12_14","19_06_09","bhl","27","male",12,27466,494288,"10","7","I tried to get the highest fused crystal in the least amount of tries","I would do something similar again in future","ILESW8UE",1702483014706
"177","604bd226587ce0cb9d88c8f6","2023_12_14","19_09_30","blh","40","male",5,8250,434814,"8","9","I just thought to never fuse and just collect the known points.","No comments. ","H2ZCP199",1702483274373
"178","656b3ab2c5463c1ed2f2b49b","2023_12_14","17_10_38","bll","26","male",2,24502,485418,"8","4","Try to get some fusion. I was looking for patterns but couldnt find any","","DJPIHDUB",1702483292247
"179","6321decd01d759ccbe3a26b3","2023_12_14","17_10_53","bhh","45","male",3,45927,393950,"10","4","Try fusing A with each new crystal. If A didnt work then use the B crystal. ","It was a fun study but could have done with more variety in what crystals were required in fusing. ","NXNL3W4L",1702483398357
"180","5f4cde1cbfcaa81fc4dbf57d","2023_12_14","18_11_35","blh","33","female",3,11850,375282,"9","0","I always tried to maximize the points by fusing the crystals","","2STVA603",1702483458753
"181","601129f77e0c21000b0c408a","2023_12_14","19_12_11","bll","24","male",1,33500,471048,"10","2","I did not use a specific strategy. I just selected the the option that had the highest probability of gaining the most energy points","No","CPOESCGB",1702483399417
"182","656896c921dd37d57dd08ab8","2023_12_14","17_13_49","bhh","19","male",3,15327,291887,"10","7","Find as many new combination as possible and if there were no new fusions just pick the highest extraction for that round ","It was a very fun game :)","VMS5OIKC",1702483676614
"183","6097ec1a8c0b4df21cbb9024","2023_12_14","19_14_17","bhl","44","male",8,1050,490277,"5","3","Always start from left to right. First a than ab ac ad and so on","It turned out to be enjoyable.","S3QPYIJM",1702483505795
"184","6030cf35e7fec0f5c6d201c5","2023_12_14","17_14_30","bll","64","female",5,28250,507312,"10","8","grab as many points as poss at the start then start to fuse","","S7YGS4C5",1702483502068
"185","655fdf554b84fb6cbc5d4b93","2023_12_15","04_16_29","bll","51","male",8,19375,261911,"10","9","Try right to left then left to right.","The quiz confused me but it was very engaging.","B4WVJ8XT",1702483866264
"186","656c9ab02a4c0dfb7da368b5","2023_12_14","17_16_60","bhh","33","male",1,909,490263,"9","5","Find two energy that fuse all the time and then another combo and different energy that fuse. Then I would try and combine both the two new energy together to make another new energy. Finally use that energy with another until I found the fuse worked and then use that energy to collect the remaining 5 times which I did then for the rest of the rounds the same.","None found it a fun and interesting task and game to take part in thank you.","WLMJYWB5",1702483669155
"187","59b5a275c05bb50001eb3c4b","2023_12_14","17_17_24","bll","45","male",2,12375,491951,"9","8","i just guessed","nothing","7T2WOKHR",1702483691973
"188","5ee4aab1232e9d1b4d791bae","2023_12_14","17_18_18","bhl","43","male",4,19609,236360,"7","4","Get a triple fusion and extract as many times as possible","The instructions were not clear at all","7UJ3Z9X2",1702484000651
"189","5b2274a931d0080001ba0235","2023_12_14","17_21_20","bhl","47","female",4,16931,506693,"10","4","To get to a large crystal in the shortest amount of moves then extract every time after.","Great - Thanks","U93S0M8E",1702483912677
"190","5fb551ccab996500099ab1aa","2023_12_14","17_23_11","bhl","35","male",1,22054,435167,"7","5","There was no strategy just fuse together and collect what you can. ","No","2OEH2A72",1702484095675
"191","63ed27349738654dde4655ae","2023_12_14","17_24_06","bhh","31","male",3,4617,432764,"10","6","I used the same basic method of fusing with most of the machines","Surprisingly engaging","6TT5U0TW",1702484152353
"192","60d3136e74b1871646e72544","2023_12_14","17_36_38","bhh","45","male",1,13365,581099,"10","5","Try and combine up to about 8 rounds then extract","Fun!","0YQBPIDA",1702484756611
"193","5f8dec421f06451776393dc4","2023_12_14","12_36_57","bhl","25","noresponse",5,17718,619939,"4","2","find the best combinations to fuse","no","VH0QCTNM",1702484736801
"194","60ba46327fecef005d8eeb87","2023_12_14","18_38_02","bhh","25","female",3,1662,555607,"10","1","NONE","IT WAS SO INTERESTING AND IT KEPT ME EAGER TO FIND OUT HOW THE OUTCOME WOULD BE","62TRGEJR",1702484865781
"195","5aea25acd9f2be0001933493","2023_12_14","17_38_17","bhh","31","female",2,13122,595867,"10","7","triy to find combinations for higher payments","good","9AWWZ0QD",1702484840579
"196","5780d9a1900cc80001d2d1c2","2023_12_14","17_38_40","blh","67","male",1,13500,474510,"7","4","Wanted to make sure I scored some points but did try to fuse a few times","Not sure what the object of the survey was","D5NOZTEG",1702484984846
"197","5b0710e7a84dcf0001beee8a","2023_12_14","17_40_34","bhl","56","female",1,18933,529700,"10","5","try to get high fused crystals to maximise bonus","no","K4ZGTDFN",1702485043723
"198","558996f2fdf99b7ae47f5ed2","2023_12_14","17_45_42","bhh","37","male",2,26730,385953,"8","1","Kept trying to multiply the points because there was a good chance (80) that it would be successful then cash in on the last two or three rounds.","None.","UU6UYBNV",1702485495517
"199","637e1c1af194c6e63e8ff286","2023_12_14","18_05_08","bhh","28","male",10,21870,568193,"8","7","I WOULD LOOK AT PLACING THE BIGGER NUMBERS TOGETHER. I WOULD ALSO USE A+C B+D AT THE BEGINNING ETC","THANKS","4X65YBF7",1702486479088
"200","5fe9284c2c2ee63925e41e5d","2023_12_14","18_08_19","bll","24","male",2,28250,264532,"8","6","After a while I worked out the probability wasnt worth it and instead decided to just try and extract from the 500 point crystals to maximise profits.","I found it interesting and engaging thank you!","94WMQU5H",1702486974340
"201","5eadc384e00264461f74d7c8","2023_12_14","18_11_24","blh","49","female",2,11400,518375,"8","3","I didnt really have any strategies.  I just tried to fuse and if it didnt work then I just extracted what I could if it did then I extracted the bigger amount each time.","Was fun.","IJXVKNQQ",1702486905573
"202","63d1404712c3f98874867c5c","2023_12_14","18_15_30","bhh","27","male",2,38988,710783,"10","5","Combining the already combined crystals until I found a crystal that was of the largest value possible and then extracting that.","Thank you!","6WDKWX9L",1702486959183
"203","5ebeeaaf1f300410fffb8d9e","2023_12_14","18_21_60","bhl","50","female",11,11297,590759,"10","0","trying each one to get higher reward","no","WGXEIFRV",1702487468519
"204","63d7cd776c3b50b48eabd288","2023_12_14","18_22_34","bll","25","male",2,19500,518469,"9","8","At first I decided to try and go for successful fuses as I realised doing so would create a crystal that rewarded me more. However I consistently failed to do this so later on I just extracted from the crystals I had which led to a higher reward.","","5PGCSDHO",1702487574992
"205","5f3e6a07e06e71069f919082","2023_12_14","18_23_29","blh","32","male",2,9900,363483,"10","8","Tried to reach as high as number as possible by fusing before extracting","na","OBSRMTQ2",1702487785059
"206","5d62e42406ed5a001a2084f3","2023_12_14","18_38_26","blh","60","female",14,11400,331954,"10","5","see if fusing works if not take points","very hard answering instruction questions","WUHOLIYT",1702488713083
"207","655f972f982bf448ecf86742","2023_12_14","19_41_43","bhh","40","male",1,156,595366,"10","1","The strategies is to make sure you understand the instruction fuse points together and extract so that you can gain more","I love the experiment","FFMXVS3P",1702488647102
"208","5e0d1af25777b54a85195758","2023_12_14","21_33_29","blh","27","female",2,18600,365064,"9","7","used a series of combinations to fuse together  ","nice experiment fun","4KKSXOR3",1702499183496
"209","5fc1fe3d0e7f99235244a2e7","2023_12_15","10_44_16","bhh","36","female",2,21141,396076,"9","5","Make a fusion with the largest alien crystal to try to maximise the points","","9PNZ5F2G",1702499799276
"210","600235988c6b062314984ac0","2023_12_15","20_52_44","bll","30","male",2,30875,610373,"10","6","i tried to guess","no","T7GPQO5F",1702579293085
