"","id","condition","task_id","squareOnLeft","pcircle","psquare","pcross","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"349",6,"novice",8,1,0.8,0.2,0.2,9,"E","circle-[bf]","NA",150,450,1713534160108,1713533887807,272.301
"350",6,"novice",8,1,0.8,0.2,0.2,10,"E","circle-[bf]","NA",150,600,1713534161525,1713533887807,273.718
"351",6,"novice",9,1,0.2,0.8,0.2,1,"F","circle-d-circle-f","1",0,0,1713534165207,1713533887807,277.4
"352",6,"novice",9,1,0.2,0.8,0.2,2,"F","circle-[df]-square-f","0",0,0,1713534167199,1713533887807,279.392
"353",6,"novice",9,1,0.2,0.8,0.2,3,"F","circle-[df]-square-a","0",0,0,1713534169332,1713533887807,281.525
"354",6,"novice",9,1,0.2,0.8,0.2,4,"F","circle-[df]-circle-d","0",0,0,1713534172311,1713533887807,284.504
"355",6,"novice",9,1,0.2,0.8,0.2,5,"E","circle-c","NA",100,100,1713534174275,1713533887807,286.468
"356",6,"novice",9,1,0.2,0.8,0.2,6,"E","circle-a","NA",100,200,1713534175226,1713533887807,287.419
"357",6,"novice",9,1,0.2,0.8,0.2,7,"F","circle-[df]-square-b","0",0,200,1713534178632,1713533887807,290.825
"358",6,"novice",9,1,0.2,0.8,0.2,8,"F","circle-[df]-circle-e","0",0,200,1713534180431,1713533887807,292.624
"359",6,"novice",9,1,0.2,0.8,0.2,9,"F","circle-[df]-circle-c","0",0,200,1713534182859,1713533887807,295.052
"360",6,"novice",9,1,0.2,0.8,0.2,10,"E","circle-[df]","NA",150,350,1713534184314,1713533887807,296.507
"361",7,"expert",1,1,0.8,0.2,0.2,1,"F","circle-a-square-d","1",0,0,1713534058511,1713533964194,94.317
"362",7,"expert",1,1,0.8,0.2,0.2,2,"F","circle-e-square-[ad]","0",0,0,1713534062742,1713533964194,98.548
"363",7,"expert",1,1,0.8,0.2,0.2,3,"F","square-[ad]-square-a","1",0,0,1713534070636,1713533964194,106.442
"364",7,"expert",1,1,0.8,0.2,0.2,4,"F","square-[[ad]a]-square-[ad]","0",0,0,1713534073715,1713533964194,109.521
"365",7,"expert",1,1,0.8,0.2,0.2,5,"E","square-[[ad]a]","NA",225,225,1713534075732,1713533964194,111.538
"366",7,"expert",1,1,0.8,0.2,0.2,6,"E","square-[ad]","NA",150,375,1713534077314,1713533964194,113.12
"367",7,"expert",1,1,0.8,0.2,0.2,7,"E","square-[[ad]a]","NA",225,600,1713534079574,1713533964194,115.38
"368",7,"expert",1,1,0.8,0.2,0.2,8,"F","circle-f-square-f","0",0,600,1713534084869,1713533964194,120.675
"369",7,"expert",1,1,0.8,0.2,0.2,9,"F","circle-a-square-[ad]","0",0,600,1713534090990,1713533964194,126.796
"370",7,"expert",1,1,0.8,0.2,0.2,10,"E","square-[[ad]a]","NA",225,825,1713534096759,1713533964194,132.565
"371",7,"expert",2,1,0.2,0.8,0.2,1,"F","circle-a-square-a","1",0,0,1713534102438,1713533964194,138.244
"372",7,"expert",2,1,0.2,0.8,0.2,2,"F","circle-e-square-e","0",0,0,1713534106883,1713533964194,142.689
"373",7,"expert",2,1,0.2,0.8,0.2,3,"F","circle-b-square-d","1",0,0,1713534109338,1713533964194,145.144
"374",7,"expert",2,1,0.2,0.8,0.2,4,"F","circle-[aa]-circle-[bd]","0",0,0,1713534111775,1713533964194,147.581
"375",7,"expert",2,1,0.2,0.8,0.2,5,"E","circle-[aa]","NA",150,150,1713534113629,1713533964194,149.435
"376",7,"expert",2,1,0.2,0.8,0.2,6,"E","circle-[bd]","NA",150,300,1713534115230,1713533964194,151.036
"377",7,"expert",2,1,0.2,0.8,0.2,7,"F","circle-[aa]-circle-d","0",0,300,1713534119458,1713533964194,155.264
"378",7,"expert",2,1,0.2,0.8,0.2,8,"F","circle-[bd]-circle-d","0",0,300,1713534122718,1713533964194,158.524
"379",7,"expert",2,1,0.2,0.8,0.2,9,"F","circle-[aa]-circle-c","1",0,300,1713534124880,1713533964194,160.686
"380",7,"expert",2,1,0.2,0.8,0.2,10,"F","circle-[[aa]c]-circle-[bd]","0",0,300,1713534128193,1713533964194,163.999
"381",7,"expert",3,1,0.8,0.2,0.2,1,"F","circle-a-square-d","0",0,0,1713534137648,1713533964194,173.454
"382",7,"expert",3,1,0.8,0.2,0.2,2,"F","circle-e-square-d","0",0,0,1713534140030,1713533964194,175.836
"383",7,"expert",3,1,0.8,0.2,0.2,3,"F","square-c-square-d","0",0,0,1713534142237,1713533964194,178.043
"384",7,"expert",3,1,0.8,0.2,0.2,4,"F","square-b-square-c","0",0,0,1713534144400,1713533964194,180.206
"385",7,"expert",3,1,0.8,0.2,0.2,5,"F","circle-e-square-b","0",0,0,1713534147486,1713533964194,183.292
"386",7,"expert",3,1,0.8,0.2,0.2,6,"E","circle-b","NA",100,100,1713534149235,1713533964194,185.041
"387",7,"expert",3,1,0.8,0.2,0.2,7,"E","square-d","NA",100,200,1713534150446,1713533964194,186.252
"388",7,"expert",3,1,0.8,0.2,0.2,8,"F","circle-c-circle-d","1",0,200,1713534156765,1713533964194,192.571
"389",7,"expert",3,1,0.8,0.2,0.2,9,"E","circle-[cd]","NA",150,350,1713534158587,1713533964194,194.393
"390",7,"expert",3,1,0.8,0.2,0.2,10,"F","circle-[cd]-square-d","1",0,350,1713534161199,1713533964194,197.005
"391",7,"expert",4,1,0.8,0.2,0.2,1,"F","circle-a-square-d","0",0,0,1713534168859,1713533964194,204.665
"392",7,"expert",4,1,0.8,0.2,0.2,2,"F","circle-b-circle-f","0",0,0,1713534170961,1713533964194,206.767
"393",7,"expert",4,1,0.8,0.2,0.2,3,"F","square-c-square-d","0",0,0,1713534173221,1713533964194,209.027
"394",7,"expert",4,1,0.8,0.2,0.2,4,"F","circle-c-circle-e","1",0,0,1713534175764,1713533964194,211.57
"395",7,"expert",4,1,0.8,0.2,0.2,5,"E","circle-[ce]","NA",150,150,1713534177847,1713533964194,213.653
"396",7,"expert",4,1,0.8,0.2,0.2,6,"F","circle-[ce]-circle-d","1",0,150,1713534181275,1713533964194,217.081
"397",7,"expert",4,1,0.8,0.2,0.2,7,"E","circle-[[ce]d]","NA",225,375,1713534183221,1713533964194,219.027
"398",7,"expert",4,1,0.8,0.2,0.2,8,"F","circle-[[ce]d]-circle-[ce]","1",0,375,1713534185995,1713533964194,221.801
"399",7,"expert",4,1,0.8,0.2,0.2,9,"E","circle-[[[ce]d][ce]]","NA",338,713,1713534187993,1713533964194,223.799
"400",7,"expert",4,1,0.8,0.2,0.2,10,"E","circle-[[[ce]d][ce]]","NA",338,1051,1713534189847,1713533964194,225.653
"401",7,"expert",5,1,0.2,0.2,0.8,1,"F","square-a-square-b","1",0,0,1713534196711,1713533964194,232.517
"402",7,"expert",5,1,0.2,0.2,0.8,2,"E","square-[ab]","NA",150,150,1713534198517,1713533964194,234.323
"403",7,"expert",5,1,0.2,0.2,0.8,3,"F","circle-e-square-[ab]","1",0,150,1713534201620,1713533964194,237.426
"404",7,"expert",5,1,0.2,0.2,0.8,4,"E","circle-[[ab]e]","NA",225,375,1713534203823,1713533964194,239.629
"405",7,"expert",5,1,0.2,0.2,0.8,5,"F","circle-[[ab]e]-square-[ab]","1",0,375,1713534206321,1713533964194,242.127
"406",7,"expert",5,1,0.2,0.2,0.8,6,"E","circle-[[[ab]e][ab]]","NA",338,713,1713534208114,1713533964194,243.92
"407",7,"expert",5,1,0.2,0.2,0.8,7,"E","circle-[[[ab]e][ab]]","NA",338,1051,1713534209937,1713533964194,245.743
"408",7,"expert",5,1,0.2,0.2,0.8,8,"E","circle-[[[ab]e][ab]]","NA",338,1389,1713534211554,1713533964194,247.36
"409",7,"expert",5,1,0.2,0.2,0.8,9,"E","circle-[[[ab]e][ab]]","NA",338,1727,1713534213176,1713533964194,248.982
"410",7,"expert",5,1,0.2,0.2,0.8,10,"E","circle-[[[ab]e][ab]]","NA",338,2065,1713534214885,1713533964194,250.691
"411",7,"expert",6,1,0.2,0.8,0.2,1,"F","square-c-square-d","1",0,0,1713534220118,1713533964194,255.924
"412",7,"expert",6,1,0.2,0.8,0.2,2,"F","circle-e-square-[cd]","0",0,0,1713534222727,1713533964194,258.533
"413",7,"expert",6,1,0.2,0.8,0.2,3,"F","circle-f-square-[cd]","0",0,0,1713534227805,1713533964194,263.611
"414",7,"expert",6,1,0.2,0.8,0.2,4,"F","square-[cd]-square-f","1",0,0,1713534230095,1713533964194,265.901
"415",7,"expert",6,1,0.2,0.8,0.2,5,"F","square-[[cd]f]-square-[cd]","1",0,0,1713534234232,1713533964194,270.038
"416",7,"expert",6,1,0.2,0.8,0.2,6,"E","square-[[[cd]f][cd]]","NA",338,338,1713534236239,1713533964194,272.045
"417",7,"expert",6,1,0.2,0.8,0.2,7,"E","square-[[[cd]f][cd]]","NA",338,676,1713534238113,1713533964194,273.919
"418",7,"expert",6,1,0.2,0.8,0.2,8,"E","square-[[[cd]f][cd]]","NA",338,1014,1713534239846,1713533964194,275.652
"419",7,"expert",6,1,0.2,0.8,0.2,9,"E","square-[[[cd]f][cd]]","NA",338,1352,1713534241556,1713533964194,277.362
"420",7,"expert",6,1,0.2,0.8,0.2,10,"E","square-[[[cd]f][cd]]","NA",338,1690,1713534244152,1713533964194,279.958
"421",7,"expert",7,1,0.2,0.2,0.8,1,"F","square-c-square-d","0",0,0,1713534250225,1713533964194,286.031
"422",7,"expert",7,1,0.2,0.2,0.8,2,"F","circle-b-square-d","1",0,0,1713534252268,1713533964194,288.074
"423",7,"expert",7,1,0.2,0.2,0.8,3,"F","circle-[bd]-square-d","1",0,0,1713534255667,1713533964194,291.473
"424",7,"expert",7,1,0.2,0.2,0.8,4,"E","circle-[[bd]d]","NA",225,225,1713534257624,1713533964194,293.43
"425",7,"expert",7,1,0.2,0.2,0.8,5,"F","circle-[[bd]d]-circle-[bd]","0",0,225,1713534261009,1713533964194,296.815
"426",7,"expert",7,1,0.2,0.2,0.8,6,"F","circle-[[bd]d]-circle-e","0",0,225,1713534263719,1713533964194,299.525
"427",7,"expert",7,1,0.2,0.2,0.8,7,"F","circle-[[bd]d]-circle-f","0",0,225,1713534266191,1713533964194,301.997
"428",7,"expert",7,1,0.2,0.2,0.8,8,"E","circle-[[bd]d]","NA",225,450,1713534267945,1713533964194,303.751
"429",7,"expert",7,1,0.2,0.2,0.8,9,"E","circle-[[bd]d]","NA",225,675,1713534270842,1713533964194,306.648
"430",7,"expert",7,1,0.2,0.2,0.8,10,"E","circle-[[bd]d]","NA",225,900,1713534272628,1713533964194,308.434
"431",7,"expert",8,1,0.2,0.8,0.2,1,"F","circle-a-square-c","0",0,0,1713534277643,1713533964194,313.449
"432",7,"expert",8,1,0.2,0.8,0.2,2,"F","circle-b-circle-f","0",0,0,1713534280231,1713533964194,316.037
"433",7,"expert",8,1,0.2,0.8,0.2,3,"F","square-c-square-d","0",0,0,1713534282502,1713533964194,318.308
"434",7,"expert",8,1,0.2,0.8,0.2,4,"F","circle-b-circle-c","0",0,0,1713534284665,1713533964194,320.471
"435",7,"expert",8,1,0.2,0.8,0.2,5,"F","square-b-square-f","1",0,0,1713534286952,1713533964194,322.758
"436",7,"expert",8,1,0.2,0.8,0.2,6,"E","square-[bf]","NA",150,150,1713534288817,1713533964194,324.623
"437",7,"expert",8,1,0.2,0.8,0.2,7,"F","square-[bf]-square-f","1",0,150,1713534292051,1713533964194,327.857
"438",7,"expert",8,1,0.2,0.8,0.2,8,"E","square-[[bf]f]","NA",225,375,1713534294607,1713533964194,330.413
"439",7,"expert",8,1,0.2,0.8,0.2,9,"E","square-[[bf]f]","NA",225,600,1713534296277,1713533964194,332.083
"440",7,"expert",8,1,0.2,0.8,0.2,10,"E","square-[[bf]f]","NA",225,825,1713534298064,1713533964194,333.87
"441",7,"expert",9,1,0.2,0.2,0.8,1,"F","circle-a-square-d","1",0,0,1713534303518,1713533964194,339.324
"442",7,"expert",9,1,0.2,0.2,0.8,2,"F","circle-[ad]-circle-a","0",0,0,1713534305891,1713533964194,341.697
"443",7,"expert",9,1,0.2,0.2,0.8,3,"F","circle-[ad]-circle-f","1",0,0,1713534308066,1713533964194,343.872
"444",7,"expert",9,1,0.2,0.2,0.8,4,"F","circle-[[ad]f]-circle-[ad]","0",0,0,1713534310526,1713533964194,346.332
"445",7,"expert",9,1,0.2,0.2,0.8,5,"F","circle-[[ad]f]-square-d","1",0,0,1713534312652,1713533964194,348.458
"446",7,"expert",9,1,0.2,0.2,0.8,6,"E","circle-[[[ad]f]d]","NA",338,338,1713534314807,1713533964194,350.613
"447",7,"expert",9,1,0.2,0.2,0.8,7,"E","circle-[[[ad]f]d]","NA",338,676,1713534316637,1713533964194,352.443
"448",7,"expert",9,1,0.2,0.2,0.8,8,"E","circle-[[[ad]f]d]","NA",338,1014,1713534318479,1713533964194,354.285
"449",7,"expert",9,1,0.2,0.2,0.8,9,"E","circle-[[[ad]f]d]","NA",338,1352,1713534320116,1713533964194,355.922
"450",7,"expert",9,1,0.2,0.2,0.8,10,"E","circle-[[[ad]f]d]","NA",338,1690,1713534321883,1713533964194,357.689
"451",8,"novice",1,1,0.8,0.2,0.2,1,"F","circle-e-square-a","0",0,0,1713534185276,1713534078890,106.386
"452",8,"novice",1,1,0.8,0.2,0.2,2,"F","circle-c-square-f","0",0,0,1713534187429,1713534078890,108.539
"453",8,"novice",1,1,0.8,0.2,0.2,3,"F","circle-d-square-e","0",0,0,1713534190924,1713534078890,112.034
"454",8,"novice",1,1,0.8,0.2,0.2,4,"E","square-a","NA",100,100,1713534192672,1713534078890,113.782
"455",8,"novice",1,1,0.8,0.2,0.2,5,"E","square-f","NA",100,200,1713534195531,1713534078890,116.641
"456",8,"novice",1,1,0.8,0.2,0.2,6,"F","square-a-square-f","0",0,200,1713534198344,1713534078890,119.454
"457",8,"novice",1,1,0.8,0.2,0.2,7,"F","circle-f-square-a","1",0,200,1713534203108,1713534078890,124.218
"458",8,"novice",1,1,0.8,0.2,0.2,8,"F","circle-d-square-[af]","0",0,200,1713534206164,1713534078890,127.274
"459",8,"novice",1,1,0.8,0.2,0.2,9,"E","square-[af]","NA",150,350,1713534207427,1713534078890,128.537
"460",8,"novice",1,1,0.8,0.2,0.2,10,"F","circle-c-square-[af]","0",0,350,1713534214040,1713534078890,135.15
"461",8,"novice",2,1,0.8,0.2,0.2,1,"F","circle-e-square-d","0",0,0,1713534221048,1713534078890,142.158
"462",8,"novice",2,1,0.8,0.2,0.2,2,"E","square-f","NA",100,100,1713534222546,1713534078890,143.656
"463",8,"novice",2,1,0.8,0.2,0.2,3,"E","square-b","NA",100,200,1713534224119,1713534078890,145.229
"464",8,"novice",2,1,0.8,0.2,0.2,4,"F","square-b-square-f","0",0,200,1713534225520,1713534078890,146.63
"465",8,"novice",2,1,0.8,0.2,0.2,5,"F","circle-d-square-c","0",0,200,1713534230900,1713534078890,152.01
"466",8,"novice",2,1,0.8,0.2,0.2,6,"F","circle-b-square-b","0",0,200,1713534235267,1713534078890,156.377
"467",8,"novice",2,1,0.8,0.2,0.2,7,"E","circle-e","NA",100,300,1713534238367,1713534078890,159.477
"468",8,"novice",2,1,0.8,0.2,0.2,8,"F","circle-f-square-e","0",0,300,1713534243151,1713534078890,164.261
"469",8,"novice",2,1,0.8,0.2,0.2,9,"F","square-a-square-c","0",0,300,1713534253231,1713534078890,174.341
"470",8,"novice",2,1,0.8,0.2,0.2,10,"E","circle-a","NA",100,400,1713534257158,1713534078890,178.268
"471",8,"novice",3,1,0.2,0.2,0.8,1,"E","square-d","NA",100,100,1713534262798,1713534078890,183.908
"472",8,"novice",3,1,0.2,0.2,0.8,2,"E","circle-c","NA",100,200,1713534264598,1713534078890,185.708
"473",8,"novice",3,1,0.2,0.2,0.8,3,"F","circle-d-square-c","0",0,200,1713534266795,1713534078890,187.905
"474",8,"novice",3,1,0.2,0.2,0.8,4,"F","circle-c-square-b","1",0,200,1713534269806,1713534078890,190.916
"475",8,"novice",3,1,0.2,0.2,0.8,5,"F","circle-f-square-[bc]","1",0,200,1713534272846,1713534078890,193.956
"476",8,"novice",3,1,0.2,0.2,0.8,6,"F","circle-[[bc]f]-square-e","1",0,200,1713534276279,1713534078890,197.389
"477",8,"novice",3,1,0.2,0.2,0.8,7,"E","circle-[[[bc]f]e]","NA",338,538,1713534279166,1713534078890,200.276
"478",8,"novice",3,1,0.2,0.2,0.8,8,"E","square-[bc]","NA",150,688,1713534280878,1713534078890,201.988
"479",8,"novice",3,1,0.2,0.2,0.8,9,"F","circle-[[[bc]f]e]-circle-[[bc]f]","1",0,688,1713534283106,1713534078890,204.216
"480",8,"novice",3,1,0.2,0.2,0.8,10,"E","circle-[[[[bc]f]e][[bc]f]]","NA",507,1195,1713534293129,1713534078890,214.239
"481",8,"novice",4,1,0.2,0.2,0.8,1,"E","square-e","NA",100,100,1713534299789,1713534078890,220.899
"482",8,"novice",4,1,0.2,0.2,0.8,2,"E","square-c","NA",100,200,1713534300662,1713534078890,221.772
"483",8,"novice",4,1,0.2,0.2,0.8,3,"F","circle-f-square-e","1",0,200,1713534302909,1713534078890,224.019
"484",8,"novice",4,1,0.2,0.2,0.8,4,"F","circle-[ef]-circle-d","0",0,200,1713534306138,1713534078890,227.248
"485",8,"novice",4,1,0.2,0.2,0.8,5,"F","circle-[ef]-square-f","1",0,200,1713534308302,1713534078890,229.412
"486",8,"novice",4,1,0.2,0.2,0.8,6,"F","circle-[[ef]f]-circle-[ef]","0",0,200,1713534310309,1713534078890,231.419
"487",8,"novice",4,1,0.2,0.2,0.8,7,"F","circle-[[ef]f]-square-d","1",0,200,1713534312653,1713534078890,233.763
"488",8,"novice",4,1,0.2,0.2,0.8,8,"F","circle-[[ef]f]-square-[[[ef]f]d]","1",0,200,1713534315189,1713534078890,236.299
"489",8,"novice",4,1,0.2,0.2,0.8,9,"F","circle-[[[[ef]f]d][[ef]f]]-circle-[ef]","1",0,200,1713534320862,1713534078890,241.972
"490",8,"novice",4,1,0.2,0.2,0.8,10,"E","circle-[[[[[ef]f]d][[ef]f]][ef]]","NA",761,961,1713534322957,1713534078890,244.067
"491",8,"novice",5,1,0.2,0.8,0.2,1,"F","circle-f-square-b","0",0,0,1713534331781,1713534078890,252.891
"492",8,"novice",5,1,0.2,0.8,0.2,2,"F","circle-d-square-d","0",0,0,1713534336286,1713534078890,257.396
"493",8,"novice",5,1,0.2,0.8,0.2,3,"E","square-d","NA",100,100,1713534337814,1713534078890,258.924
"494",8,"novice",5,1,0.2,0.8,0.2,4,"E","square-c","NA",100,200,1713534338684,1713534078890,259.794
"495",8,"novice",5,1,0.2,0.8,0.2,5,"F","circle-c-square-f","0",0,200,1713534341269,1713534078890,262.379
"496",8,"novice",5,1,0.2,0.8,0.2,6,"F","circle-e-square-a","0",0,200,1713534344205,1713534078890,265.315
"497",8,"novice",5,1,0.2,0.8,0.2,7,"F","square-b-square-e","0",0,200,1713534348397,1713534078890,269.507
"498",8,"novice",5,1,0.2,0.8,0.2,8,"F","circle-d-square-f","0",0,200,1713534353588,1713534078890,274.698
"499",8,"novice",5,1,0.2,0.8,0.2,9,"F","circle-b-circle-e","0",0,200,1713534358165,1713534078890,279.275
"500",8,"novice",5,1,0.2,0.8,0.2,10,"E","square-b","NA",100,300,1713534360220,1713534078890,281.33
"501",8,"novice",6,1,0.8,0.2,0.2,1,"E","circle-d","NA",100,100,1713534365108,1713534078890,286.218
"502",8,"novice",6,1,0.8,0.2,0.2,2,"E","square-d","NA",100,200,1713534366292,1713534078890,287.402
"503",8,"novice",6,1,0.8,0.2,0.2,3,"F","circle-f-square-b","0",0,200,1713534368581,1713534078890,289.691
"504",8,"novice",6,1,0.8,0.2,0.2,4,"F","circle-e-square-a","0",0,200,1713534371716,1713534078890,292.826
"505",8,"novice",6,1,0.8,0.2,0.2,5,"F","circle-c-circle-e","1",0,200,1713534374341,1713534078890,295.451
"506",8,"novice",6,1,0.8,0.2,0.2,6,"F","circle-[ce]-square-a","0",0,200,1713534376844,1713534078890,297.954
"507",8,"novice",6,1,0.8,0.2,0.2,7,"F","circle-[ce]-circle-d","0",0,200,1713534379012,1713534078890,300.122
"508",8,"novice",6,1,0.8,0.2,0.2,8,"F","circle-[ce]-circle-f","1",0,200,1713534381795,1713534078890,302.905
"509",8,"novice",6,1,0.8,0.2,0.2,9,"F","circle-[[ce]f]-circle-[ce]","1",0,200,1713534385180,1713534078890,306.29
"510",8,"novice",6,1,0.8,0.2,0.2,10,"F","circle-[[[ce]f][ce]]-circle-[[ce]f]","1",0,200,1713534390083,1713534078890,311.193
"511",8,"novice",7,1,0.2,0.8,0.2,1,"E","circle-f","NA",100,100,1713534397211,1713534078890,318.321
"512",8,"novice",7,1,0.2,0.8,0.2,2,"E","square-a","NA",100,200,1713534397931,1713534078890,319.041
"513",8,"novice",7,1,0.2,0.8,0.2,3,"F","square-a-square-f","0",0,200,1713534399948,1713534078890,321.058
"514",8,"novice",7,1,0.2,0.8,0.2,4,"F","circle-d-square-e","0",0,200,1713534402189,1713534078890,323.299
"515",8,"novice",7,1,0.2,0.8,0.2,5,"F","circle-b-square-b","0",0,200,1713534404252,1713534078890,325.362
"516",8,"novice",7,1,0.2,0.8,0.2,6,"F","circle-c-square-f","0",0,200,1713534406748,1713534078890,327.858
"517",8,"novice",7,1,0.2,0.8,0.2,7,"F","circle-e-square-a","0",0,200,1713534409068,1713534078890,330.178
"518",8,"novice",7,1,0.2,0.8,0.2,8,"F","circle-a-circle-d","1",0,200,1713534415003,1713534078890,336.113
"519",8,"novice",7,1,0.2,0.8,0.2,9,"F","circle-[ad]-square-a","0",0,200,1713534422196,1713534078890,343.306
"520",8,"novice",7,1,0.2,0.8,0.2,10,"E","circle-[ad]","NA",150,350,1713534423931,1713534078890,345.041
"521",8,"novice",8,1,0.2,0.2,0.8,1,"E","circle-d","NA",100,100,1713534432251,1713534078890,353.361
"522",8,"novice",8,1,0.2,0.2,0.8,2,"E","square-d","NA",100,200,1713534433050,1713534078890,354.16
"523",8,"novice",8,1,0.2,0.2,0.8,3,"F","circle-a-circle-f","0",0,200,1713534435075,1713534078890,356.185
"524",8,"novice",8,1,0.2,0.2,0.8,4,"F","square-b-square-d","0",0,200,1713534437539,1713534078890,358.649
"525",8,"novice",8,1,0.2,0.2,0.8,5,"F","circle-c-square-a","1",0,200,1713534439555,1713534078890,360.665
"526",8,"novice",8,1,0.2,0.2,0.8,6,"F","circle-d-square-[ac]","1",0,200,1713534443063,1713534078890,364.173
"527",8,"novice",8,1,0.2,0.2,0.8,7,"F","circle-[[ac]d]-square-[ac]","1",0,200,1713534445091,1713534078890,366.201
"528",8,"novice",8,1,0.2,0.2,0.8,8,"F","circle-[[ac]d]-square-[[[ac]d][ac]]","0",0,200,1713534448907,1713534078890,370.017
"529",8,"novice",8,1,0.2,0.2,0.8,9,"E","square-[[[ac]d][ac]]","NA",338,538,1713534450418,1713534078890,371.528
"530",8,"novice",8,1,0.2,0.2,0.8,10,"E","square-[[[ac]d][ac]]","NA",338,876,1713534452523,1713534078890,373.633
"531",8,"novice",9,1,0.2,0.8,0.2,1,"E","square-a","NA",100,100,1713534460130,1713534078890,381.24
"532",8,"novice",9,1,0.2,0.8,0.2,2,"E","square-b","NA",100,200,1713534460810,1713534078890,381.92
"533",8,"novice",9,1,0.2,0.8,0.2,3,"F","circle-f-square-a","0",0,200,1713534462403,1713534078890,383.513
"534",8,"novice",9,1,0.2,0.8,0.2,4,"F","square-d-square-f","1",0,200,1713534464098,1713534078890,385.208
"535",8,"novice",9,1,0.2,0.8,0.2,5,"F","circle-d-square-[df]","0",0,200,1713534466274,1713534078890,387.384
"536",8,"novice",9,1,0.2,0.8,0.2,6,"F","circle-b-square-[df]","1",0,200,1713534468030,1713534078890,389.14
"537",8,"novice",9,1,0.2,0.8,0.2,7,"F","square-[[df]b]-square-[df]","1",0,200,1713534469762,1713534078890,390.872
"538",8,"novice",9,1,0.2,0.8,0.2,8,"F","square-[[[df]b][df]]-square-[[df]b]","1",0,200,1713534473185,1713534078890,394.295
"539",8,"novice",9,1,0.2,0.8,0.2,9,"F","square-[[[[df]b][df]][[df]b]]-square-[[[df]b][df]]","1",0,200,1713534476674,1713534078890,397.784
"540",8,"novice",9,1,0.2,0.8,0.2,10,"E","square-[[[[[df]b][df]][[df]b]][[[df]b][df]]]","NA",761,961,1713534479010,1713534078890,400.12
"541",9,"expert",1,0,0.2,0.2,0.8,1,"F","circle-a-square-a","0",0,0,1713533880835,1713533755972,124.863
"542",9,"expert",1,0,0.2,0.2,0.8,2,"F","circle-a-square-b","1",0,0,1713533887830,1713533755972,131.858
"543",9,"expert",1,0,0.2,0.2,0.8,3,"F","circle-[ab]-square-a","1",0,0,1713533894058,1713533755972,138.086
"544",9,"expert",1,0,0.2,0.2,0.8,4,"F","circle-[[ab]a]-square-b","0",0,0,1713533901456,1713533755972,145.484
"545",9,"expert",1,0,0.2,0.2,0.8,5,"F","circle-[[ab]a]-square-a","1",0,0,1713533905926,1713533755972,149.954
"546",9,"expert",1,0,0.2,0.2,0.8,6,"F","circle-[[[ab]a]a]-square-a","1",0,0,1713533910590,1713533755972,154.618
"547",9,"expert",1,0,0.2,0.2,0.8,7,"E","square-[[[[ab]a]a]a]","NA",507,507,1713533923022,1713533755972,167.05
"548",9,"expert",1,0,0.2,0.2,0.8,8,"E","square-[[[[ab]a]a]a]","NA",507,1014,1713533925428,1713533755972,169.456
"549",9,"expert",1,0,0.2,0.2,0.8,9,"E","square-[[[[ab]a]a]a]","NA",507,1521,1713533928922,1713533755972,172.95
"550",9,"expert",1,0,0.2,0.2,0.8,10,"E","square-[[[[ab]a]a]a]","NA",507,2028,1713533931048,1713533755972,175.076
"551",9,"expert",2,0,0.2,0.8,0.2,1,"F","square-a-square-a","1",0,0,1713533942191,1713533755972,186.219
"552",9,"expert",2,0,0.2,0.8,0.2,2,"F","square-[aa]-square-[aa]","1",0,0,1713533946062,1713533755972,190.09
"553",9,"expert",2,0,0.2,0.8,0.2,3,"F","square-[[aa][aa]]-square-[[aa][aa]]","1",0,0,1713533949362,1713533755972,193.39
"554",9,"expert",2,0,0.2,0.8,0.2,4,"F","square-[[[aa][aa]][[aa][aa]]]-square-[[[aa][aa]][[aa][aa]]]","1",0,0,1713533952856,1713533755972,196.884
"555",9,"expert",2,0,0.2,0.8,0.2,5,"F","square-[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]-square-[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]","1",0,0,1713533957379,1713533755972,201.407
"556",9,"expert",2,0,0.2,0.8,0.2,6,"F","square-[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]-square-[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","1",0,0,1713533964546,1713533755972,208.574
"557",9,"expert",2,0,0.2,0.8,0.2,7,"E","square-[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]]","NA",1142,1142,1713533968692,1713533755972,212.72
