"","id","condition","task_type","task_id","knowledge","density","highCombo","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"369",4,"novice-low","task",2,"novice","low","circle-circle",9,"E","circle-[de]","NA",150,450,1717504740372,1717504520264,220.108
"370",4,"novice-low","task",2,"novice","low","circle-circle",10,"E","circle-[de]","NA",150,600,1717504741842,1717504520264,221.578
"371",4,"novice-low","task",3,"novice","low","circle-circle",1,"F","square-a-square-b","1",0,0,1717504754207,1717504520264,233.943
"372",4,"novice-low","task",3,"novice","low","circle-circle",2,"F","square-c-square-d","0",0,0,1717504757031,1717504520264,236.767
"373",4,"novice-low","task",3,"novice","low","circle-circle",3,"F","square-[ab]-square-c","0",0,0,1717504759488,1717504520264,239.224
"374",4,"novice-low","task",3,"novice","low","circle-circle",4,"F","square-[ab]-square-e","1",0,0,1717504761750,1717504520264,241.486
"375",4,"novice-low","task",3,"novice","low","circle-circle",5,"F","square-[[ab]e]-square-f","0",0,0,1717504764566,1717504520264,244.302
"376",4,"novice-low","task",3,"novice","low","circle-circle",6,"E","square-[[ab]e]","NA",225,225,1717504766424,1717504520264,246.16
"377",4,"novice-low","task",3,"novice","low","circle-circle",7,"E","square-[[ab]e]","NA",225,450,1717504767850,1717504520264,247.586
"378",4,"novice-low","task",3,"novice","low","circle-circle",8,"E","square-[[ab]e]","NA",225,675,1717504769102,1717504520264,248.838
"379",4,"novice-low","task",3,"novice","low","circle-circle",9,"E","square-[[ab]e]","NA",225,900,1717504770556,1717504520264,250.292
"380",4,"novice-low","task",3,"novice","low","circle-circle",10,"E","square-[[ab]e]","NA",225,1125,1717504772189,1717504520264,251.925
"381",4,"novice-low","task",4,"novice","low","square-circle",1,"F","square-a-square-b","0",0,0,1717504777221,1717504520264,256.957
"382",4,"novice-low","task",4,"novice","low","square-circle",2,"F","square-c-square-d","0",0,0,1717504779419,1717504520264,259.155
"383",4,"novice-low","task",4,"novice","low","square-circle",3,"F","square-e-square-f","1",0,0,1717504781664,1717504520264,261.4
"384",4,"novice-low","task",4,"novice","low","square-circle",4,"F","square-[ef]-square-c","0",0,0,1717504784998,1717504520264,264.734
"385",4,"novice-low","task",4,"novice","low","square-circle",5,"F","circle-a-square-[ef]","0",0,0,1717504788094,1717504520264,267.83
"386",4,"novice-low","task",4,"novice","low","square-circle",6,"E","square-[ef]","NA",150,150,1717504791365,1717504520264,271.101
"387",4,"novice-low","task",4,"novice","low","square-circle",7,"F","circle-f-square-[ef]","1",0,150,1717504799015,1717504520264,278.751
"388",4,"novice-low","task",4,"novice","low","square-circle",8,"E","square-[[ef]f]","NA",225,375,1717504801247,1717504520264,280.983
"389",4,"novice-low","task",4,"novice","low","square-circle",9,"E","square-[[ef]f]","NA",225,600,1717504802609,1717504520264,282.345
"390",4,"novice-low","task",4,"novice","low","square-circle",10,"E","square-[[ef]f]","NA",225,825,1717504803855,1717504520264,283.591
"391",4,"novice-low","task",5,"novice","low","square-square",1,"E","square-a","NA",100,100,1717504817982,1717504520264,297.718
"392",4,"novice-low","task",5,"novice","low","square-square",2,"F","square-a-square-b","0",0,100,1717504820638,1717504520264,300.374
"393",4,"novice-low","task",5,"novice","low","square-square",3,"F","square-c-square-d","0",0,100,1717504823165,1717504520264,302.901
"394",4,"novice-low","task",5,"novice","low","square-square",4,"F","circle-a-circle-b","0",0,100,1717504824915,1717504520264,304.651
"395",4,"novice-low","task",5,"novice","low","square-square",5,"F","circle-e-circle-f","1",0,100,1717504827066,1717504520264,306.802
"396",4,"novice-low","task",5,"novice","low","square-square",6,"F","circle-[ef]-circle-a","0",0,100,1717504829909,1717504520264,309.645
"397",4,"novice-low","task",5,"novice","low","square-square",7,"F","circle-[ef]-circle-e","0",0,100,1717504832413,1717504520264,312.149
"398",4,"novice-low","task",5,"novice","low","square-square",8,"E","circle-[ef]","NA",150,250,1717504834240,1717504520264,313.976
"399",4,"novice-low","task",5,"novice","low","square-square",9,"E","circle-[ef]","NA",150,400,1717504835563,1717504520264,315.299
"400",4,"novice-low","task",5,"novice","low","square-square",10,"E","circle-[ef]","NA",150,550,1717504836722,1717504520264,316.458
"401",5,"expert-high","practice",1,"expert","high","diamond-triangle",1,"F","diamond-c-triangle-a","1",0,0,1717504711855,1717504690333,21.522
"402",5,"expert-high","practice",1,"expert","high","diamond-triangle",2,"E","triangle-[ac]","NA",150,150,1717504715392,1717504690333,25.059
"403",5,"expert-high","practice",1,"expert","high","diamond-triangle",3,"E","circle-b","NA",100,250,1717504716901,1717504690333,26.568
"404",5,"expert-high","practice",1,"expert","high","diamond-triangle",4,"E","circle-a","NA",100,350,1717504717676,1717504690333,27.343
"405",5,"expert-high","practice",1,"expert","high","diamond-triangle",5,"E","circle-c","NA",100,450,1717504718521,1717504690333,28.188
"406",5,"expert-high","practice",1,"expert","high","diamond-triangle",6,"E","circle-d","NA",100,550,1717504719251,1717504690333,28.918
"407",5,"expert-high","practice",1,"expert","high","diamond-triangle",7,"E","diamond-c","NA",100,650,1717504720556,1717504690333,30.223
"408",5,"expert-high","practice",1,"expert","high","diamond-triangle",8,"E","diamond-b","NA",100,750,1717504721348,1717504690333,31.015
"409",5,"expert-high","practice",1,"expert","high","diamond-triangle",9,"E","diamond-a","NA",100,850,1717504721973,1717504690333,31.64
"410",5,"expert-high","practice",1,"expert","high","diamond-triangle",10,"E","triangle-[ac]","NA",150,1000,1717504727856,1717504690333,37.523
"411",5,"expert-high","practice",2,"expert","high","diamond-diamond",1,"F","diamond-b-diamond-c","1",0,0,1717504738972,1717504690333,48.639
"412",5,"expert-high","practice",2,"expert","high","diamond-diamond",2,"E","diamond-[bc]","NA",150,150,1717504740587,1717504690333,50.254
"413",5,"expert-high","practice",2,"expert","high","diamond-diamond",3,"E","diamond-[bc]","NA",150,300,1717504741542,1717504690333,51.209
"414",5,"expert-high","practice",2,"expert","high","diamond-diamond",4,"E","diamond-[bc]","NA",150,450,1717504742350,1717504690333,52.017
"415",5,"expert-high","practice",2,"expert","high","diamond-diamond",5,"E","diamond-[bc]","NA",150,600,1717504743432,1717504690333,53.099
"416",5,"expert-high","practice",2,"expert","high","diamond-diamond",6,"E","diamond-[bc]","NA",150,750,1717504744189,1717504690333,53.856
"417",5,"expert-high","practice",2,"expert","high","diamond-diamond",7,"E","diamond-[bc]","NA",150,900,1717504744935,1717504690333,54.602
"418",5,"expert-high","practice",2,"expert","high","diamond-diamond",8,"E","diamond-[bc]","NA",150,1050,1717504745607,1717504690333,55.274
"419",5,"expert-high","practice",2,"expert","high","diamond-diamond",9,"E","diamond-[bc]","NA",150,1200,1717504746300,1717504690333,55.967
"420",5,"expert-high","practice",2,"expert","high","diamond-diamond",10,"E","diamond-[bc]","NA",150,1350,1717504747573,1717504690333,57.24
"421",5,"expert-high","practice",3,"expert","high","diamond-square",1,"F","diamond-c-square-a","1",0,0,1717504754364,1717504690333,64.031
"422",5,"expert-high","practice",3,"expert","high","diamond-square",2,"E","square-[ac]","NA",150,150,1717504761193,1717504690333,70.86
"423",5,"expert-high","practice",3,"expert","high","diamond-square",3,"E","square-[ac]","NA",150,300,1717504762270,1717504690333,71.937
"424",5,"expert-high","practice",3,"expert","high","diamond-square",4,"E","square-[ac]","NA",150,450,1717504767419,1717504690333,77.086
"425",5,"expert-high","practice",3,"expert","high","diamond-square",5,"E","square-[ac]","NA",150,600,1717504772247,1717504690333,81.914
"426",5,"expert-high","practice",3,"expert","high","diamond-square",6,"E","square-[ac]","NA",150,750,1717504773131,1717504690333,82.798
"427",5,"expert-high","practice",3,"expert","high","diamond-square",7,"E","square-[ac]","NA",150,900,1717504774099,1717504690333,83.766
"428",5,"expert-high","practice",3,"expert","high","diamond-square",8,"E","square-[ac]","NA",150,1050,1717504775245,1717504690333,84.912
"429",5,"expert-high","practice",3,"expert","high","diamond-square",9,"E","square-[ac]","NA",150,1200,1717504777621,1717504690333,87.288
"430",5,"expert-high","practice",3,"expert","high","diamond-square",10,"E","square-[ac]","NA",150,1350,1717504778792,1717504690333,88.459
"431",5,"expert-high","practice",4,"expert","high","circle-triangle",1,"F","circle-c-triangle-a","1",0,0,1717504787181,1717504690333,96.848
"432",5,"expert-high","practice",4,"expert","high","circle-triangle",2,"F","circle-b-triangle-[ac]","1",0,0,1717504791530,1717504690333,101.197
"433",5,"expert-high","practice",4,"expert","high","circle-triangle",3,"F","circle-b-triangle-[[ac]b]","1",0,0,1717504811723,1717504690333,121.39
"434",5,"expert-high","practice",4,"expert","high","circle-triangle",4,"E","triangle-[[[ac]b]b]","NA",338,338,1717504813797,1717504690333,123.464
"435",5,"expert-high","practice",4,"expert","high","circle-triangle",5,"E","triangle-[[[ac]b]b]","NA",338,676,1717504814971,1717504690333,124.638
"436",5,"expert-high","practice",4,"expert","high","circle-triangle",6,"E","triangle-[[[ac]b]b]","NA",338,1014,1717504816492,1717504690333,126.159
"437",5,"expert-high","practice",4,"expert","high","circle-triangle",7,"E","triangle-[[[ac]b]b]","NA",338,1352,1717504817572,1717504690333,127.239
"438",5,"expert-high","practice",4,"expert","high","circle-triangle",8,"E","triangle-[[[ac]b]b]","NA",338,1690,1717504818784,1717504690333,128.451
"439",5,"expert-high","practice",4,"expert","high","circle-triangle",9,"E","triangle-[[[ac]b]b]","NA",338,2028,1717504819995,1717504690333,129.662
"440",5,"expert-high","practice",4,"expert","high","circle-triangle",10,"E","triangle-[[[ac]b]b]","NA",338,2366,1717504821101,1717504690333,130.768
"441",5,"expert-high","practice",5,"expert","high","triangle-square",1,"F","square-a-triangle-b","1",0,0,1717504826705,1717504690333,136.372
"442",5,"expert-high","practice",5,"expert","high","triangle-square",2,"F","square-a-triangle-[ab]","1",0,0,1717504828802,1717504690333,138.469
"443",5,"expert-high","practice",5,"expert","high","triangle-square",3,"F","square-a-triangle-[[ab]a]","1",0,0,1717504831035,1717504690333,140.702
"444",5,"expert-high","practice",5,"expert","high","triangle-square",4,"F","square-a-triangle-[[[ab]a]a]","1",0,0,1717504833311,1717504690333,142.978
"445",5,"expert-high","practice",5,"expert","high","triangle-square",5,"E","triangle-[[[[ab]a]a]a]","NA",507,507,1717504835474,1717504690333,145.141
"446",5,"expert-high","practice",5,"expert","high","triangle-square",6,"E","triangle-[[[[ab]a]a]a]","NA",507,1014,1717504837276,1717504690333,146.943
"447",5,"expert-high","practice",5,"expert","high","triangle-square",7,"E","triangle-[[[[ab]a]a]a]","NA",507,1521,1717504838286,1717504690333,147.953
"448",5,"expert-high","practice",5,"expert","high","triangle-square",8,"E","triangle-[[[[ab]a]a]a]","NA",507,2028,1717504839181,1717504690333,148.848
"449",5,"expert-high","practice",5,"expert","high","triangle-square",9,"E","triangle-[[[[ab]a]a]a]","NA",507,2535,1717504840199,1717504690333,149.866
"450",5,"expert-high","practice",5,"expert","high","triangle-square",10,"E","triangle-[[[[ab]a]a]a]","NA",507,3042,1717504841174,1717504690333,150.841
"451",5,"expert-high","task",1,"expert","high","diamond-triangle",1,"F","diamond-a-triangle-a","1",0,0,1717504849046,1717504690333,158.713
"452",5,"expert-high","task",1,"expert","high","diamond-triangle",2,"F","diamond-b-triangle-[aa]","1",0,0,1717504852107,1717504690333,161.774
"453",5,"expert-high","task",1,"expert","high","diamond-triangle",3,"F","diamond-b-triangle-[[aa]b]","1",0,0,1717504854283,1717504690333,163.95
"454",5,"expert-high","task",1,"expert","high","diamond-triangle",4,"F","diamond-b-triangle-[[[aa]b]b]","1",0,0,1717504856851,1717504690333,166.518
"455",5,"expert-high","task",1,"expert","high","diamond-triangle",5,"E","triangle-[[[[aa]b]b]b]","NA",507,507,1717504858705,1717504690333,168.372
"456",5,"expert-high","task",1,"expert","high","diamond-triangle",6,"E","triangle-[[[[aa]b]b]b]","NA",507,1014,1717504859717,1717504690333,169.384
"457",5,"expert-high","task",1,"expert","high","diamond-triangle",7,"E","triangle-[[[[aa]b]b]b]","NA",507,1521,1717504860717,1717504690333,170.384
"458",5,"expert-high","task",1,"expert","high","diamond-triangle",8,"E","triangle-[[[[aa]b]b]b]","NA",507,2028,1717504861766,1717504690333,171.433
"459",5,"expert-high","task",1,"expert","high","diamond-triangle",9,"E","triangle-[[[[aa]b]b]b]","NA",507,2535,1717504862887,1717504690333,172.554
"460",5,"expert-high","task",1,"expert","high","diamond-triangle",10,"E","triangle-[[[[aa]b]b]b]","NA",507,3042,1717504864019,1717504690333,173.686
"461",5,"expert-high","task",2,"expert","high","diamond-diamond",1,"F","diamond-c-diamond-c","1",0,0,1717504873638,1717504690333,183.305
"462",5,"expert-high","task",2,"expert","high","diamond-diamond",2,"F","diamond-[cc]-diamond-d","1",0,0,1717504875526,1717504690333,185.193
"463",5,"expert-high","task",2,"expert","high","diamond-diamond",3,"F","diamond-[[cc]d]-diamond-f","1",0,0,1717504877308,1717504690333,186.975
"464",5,"expert-high","task",2,"expert","high","diamond-diamond",4,"F","diamond-[[[cc]d]f]-diamond-[cc]","1",0,0,1717504879368,1717504690333,189.035
"465",5,"expert-high","task",2,"expert","high","diamond-diamond",5,"E","diamond-[[[[cc]d]f][cc]]","NA",507,507,1717504880952,1717504690333,190.619
"466",5,"expert-high","task",2,"expert","high","diamond-diamond",6,"E","diamond-[[[[cc]d]f][cc]]","NA",507,1014,1717504881693,1717504690333,191.36
"467",5,"expert-high","task",2,"expert","high","diamond-diamond",7,"E","diamond-[[[[cc]d]f][cc]]","NA",507,1521,1717504882411,1717504690333,192.078
"468",5,"expert-high","task",2,"expert","high","diamond-diamond",8,"E","diamond-[[[[cc]d]f][cc]]","NA",507,2028,1717504883399,1717504690333,193.066
"469",5,"expert-high","task",2,"expert","high","diamond-diamond",9,"E","diamond-[[[[cc]d]f][cc]]","NA",507,2535,1717504884304,1717504690333,193.971
"470",5,"expert-high","task",2,"expert","high","diamond-diamond",10,"E","diamond-[[[[cc]d]f][cc]]","NA",507,3042,1717504885437,1717504690333,195.104
"471",5,"expert-high","task",3,"expert","high","diamond-square",1,"F","diamond-c-square-a","1",0,0,1717504890259,1717504690333,199.926
"472",5,"expert-high","task",3,"expert","high","diamond-square",2,"F","diamond-b-square-[ac]","1",0,0,1717504892689,1717504690333,202.356
"473",5,"expert-high","task",3,"expert","high","diamond-square",3,"F","diamond-b-square-[[ac]b]","1",0,0,1717504895222,1717504690333,204.889
"474",5,"expert-high","task",3,"expert","high","diamond-square",4,"F","diamond-b-square-[[[ac]b]b]","1",0,0,1717504897365,1717504690333,207.032
"475",5,"expert-high","task",3,"expert","high","diamond-square",5,"E","square-[[[[ac]b]b]b]","NA",507,507,1717504899668,1717504690333,209.335
"476",5,"expert-high","task",3,"expert","high","diamond-square",6,"E","square-[[[[ac]b]b]b]","NA",507,1014,1717504900523,1717504690333,210.19
"477",5,"expert-high","task",3,"expert","high","diamond-square",7,"E","square-[[[[ac]b]b]b]","NA",507,1521,1717504901381,1717504690333,211.048
"478",5,"expert-high","task",3,"expert","high","diamond-square",8,"E","square-[[[[ac]b]b]b]","NA",507,2028,1717504902410,1717504690333,212.077
"479",5,"expert-high","task",3,"expert","high","diamond-square",9,"E","square-[[[[ac]b]b]b]","NA",507,2535,1717504903493,1717504690333,213.16
"480",5,"expert-high","task",3,"expert","high","diamond-square",10,"E","square-[[[[ac]b]b]b]","NA",507,3042,1717504904559,1717504690333,214.226
"481",5,"expert-high","task",4,"expert","high","circle-triangle",1,"F","circle-c-triangle-a","1",0,0,1717504914117,1717504690333,223.784
"482",5,"expert-high","task",4,"expert","high","circle-triangle",2,"F","circle-b-triangle-[ac]","1",0,0,1717504916280,1717504690333,225.947
"483",5,"expert-high","task",4,"expert","high","circle-triangle",3,"F","circle-b-triangle-[[ac]b]","1",0,0,1717504917946,1717504690333,227.613
"484",5,"expert-high","task",4,"expert","high","circle-triangle",4,"F","circle-b-triangle-[[[ac]b]b]","0",0,0,1717504919856,1717504690333,229.523
"485",5,"expert-high","task",4,"expert","high","circle-triangle",5,"F","circle-d-triangle-[[[ac]b]b]","1",0,0,1717504926617,1717504690333,236.284
"486",5,"expert-high","task",4,"expert","high","circle-triangle",6,"E","triangle-[[[[ac]b]b]d]","NA",507,507,1717504928272,1717504690333,237.939
"487",5,"expert-high","task",4,"expert","high","circle-triangle",7,"E","triangle-[[[[ac]b]b]d]","NA",507,1014,1717504929085,1717504690333,238.752
"488",5,"expert-high","task",4,"expert","high","circle-triangle",8,"E","triangle-[[[[ac]b]b]d]","NA",507,1521,1717504929910,1717504690333,239.577
"489",5,"expert-high","task",4,"expert","high","circle-triangle",9,"E","triangle-[[[[ac]b]b]d]","NA",507,2028,1717504930848,1717504690333,240.515
"490",5,"expert-high","task",4,"expert","high","circle-triangle",10,"E","triangle-[[[[ac]b]b]d]","NA",507,2535,1717504932839,1717504690333,242.506
"491",5,"expert-high","task",5,"expert","high","triangle-square",1,"F","square-a-triangle-c","1",0,0,1717504937878,1717504690333,247.545
"492",5,"expert-high","task",5,"expert","high","triangle-square",2,"F","square-c-triangle-[ac]","1",0,0,1717504940297,1717504690333,249.964
"493",5,"expert-high","task",5,"expert","high","triangle-square",3,"F","square-a-triangle-[[ac]c]","1",0,0,1717504942077,1717504690333,251.744
"494",5,"expert-high","task",5,"expert","high","triangle-square",4,"F","square-a-triangle-[[[ac]c]a]","1",0,0,1717504944485,1717504690333,254.152
"495",5,"expert-high","task",5,"expert","high","triangle-square",5,"F","square-a-triangle-[[[[ac]c]a]a]","1",0,0,1717504946905,1717504690333,256.572
"496",5,"expert-high","task",5,"expert","high","triangle-square",6,"E","triangle-[[[[[ac]c]a]a]a]","NA",761,761,1717504949402,1717504690333,259.069
"497",5,"expert-high","task",5,"expert","high","triangle-square",7,"E","triangle-[[[[[ac]c]a]a]a]","NA",761,1522,1717504950652,1717504690333,260.319
"498",5,"expert-high","task",5,"expert","high","triangle-square",8,"E","triangle-[[[[[ac]c]a]a]a]","NA",761,2283,1717504951446,1717504690333,261.113
"499",5,"expert-high","task",5,"expert","high","triangle-square",9,"E","triangle-[[[[[ac]c]a]a]a]","NA",761,3044,1717504952352,1717504690333,262.019
"500",5,"expert-high","task",5,"expert","high","triangle-square",10,"E","triangle-[[[[[ac]c]a]a]a]","NA",761,3805,1717504953370,1717504690333,263.037
"501",6,"novice-low","practice",1,"novice","low","triangle-triangle",1,"F","triangle-d-triangle-e","1",0,0,1717504681571,1717504673307,8.264
"502",6,"novice-low","practice",1,"novice","low","triangle-triangle",2,"F","diamond-f-triangle-[de]","0",0,0,1717504688466,1717504673307,15.159
"503",6,"novice-low","practice",1,"novice","low","triangle-triangle",3,"F","triangle-a-triangle-f","1",0,0,1717504695662,1717504673307,22.355
"504",6,"novice-low","practice",1,"novice","low","triangle-triangle",4,"F","triangle-[af]-triangle-[de]","0",0,0,1717504701721,1717504673307,28.414
"505",6,"novice-low","practice",1,"novice","low","triangle-triangle",5,"F","triangle-a-triangle-b","0",0,0,1717504708471,1717504673307,35.164
"506",6,"novice-low","practice",1,"novice","low","triangle-triangle",6,"F","triangle-c-triangle-d","1",0,0,1717504711183,1717504673307,37.876
"507",6,"novice-low","practice",1,"novice","low","triangle-triangle",7,"E","triangle-[de]","NA",150,150,1717504714395,1717504673307,41.088
"508",6,"novice-low","practice",1,"novice","low","triangle-triangle",8,"E","triangle-[cd]","NA",150,300,1717504716263,1717504673307,42.956
"509",6,"novice-low","practice",1,"novice","low","triangle-triangle",9,"E","triangle-[af]","NA",150,450,1717504721201,1717504673307,47.894
"510",6,"novice-low","practice",1,"novice","low","triangle-triangle",10,"E","triangle-[cd]","NA",150,600,1717504724686,1717504673307,51.379
"511",6,"novice-low","practice",2,"novice","low","diamond-diamond",1,"F","triangle-a-triangle-b","0",0,0,1717504735831,1717504673307,62.524
"512",6,"novice-low","practice",2,"novice","low","diamond-diamond",2,"F","diamond-a-triangle-d","0",0,0,1717504739486,1717504673307,66.179
"513",6,"novice-low","practice",2,"novice","low","diamond-diamond",3,"E","triangle-c","NA",100,100,1717504741723,1717504673307,68.416
"514",6,"novice-low","practice",2,"novice","low","diamond-diamond",4,"F","triangle-d-triangle-e","0",0,100,1717504744672,1717504673307,71.365
"515",6,"novice-low","practice",2,"novice","low","diamond-diamond",5,"F","diamond-e-triangle-e","0",0,100,1717504750140,1717504673307,76.833
"516",6,"novice-low","practice",2,"novice","low","diamond-diamond",6,"F","diamond-e-triangle-f","0",0,100,1717504758078,1717504673307,84.771
"517",6,"novice-low","practice",2,"novice","low","diamond-diamond",7,"F","triangle-a-triangle-e","0",0,100,1717504763315,1717504673307,90.008
"518",6,"novice-low","practice",2,"novice","low","diamond-diamond",8,"E","triangle-d","NA",100,200,1717504765763,1717504673307,92.456
"519",6,"novice-low","practice",2,"novice","low","diamond-diamond",9,"E","triangle-a","NA",100,300,1717504768394,1717504673307,95.087
"520",6,"novice-low","practice",2,"novice","low","diamond-diamond",10,"E","diamond-e","NA",100,400,1717504771475,1717504673307,98.168
"521",6,"novice-low","practice",3,"novice","low","diamond-diamond",1,"F","triangle-a-triangle-b","0",0,0,1717504779347,1717504673307,106.04
"522",6,"novice-low","practice",3,"novice","low","diamond-diamond",2,"F","diamond-a-triangle-d","0",0,0,1717504783203,1717504673307,109.896
"523",6,"novice-low","practice",3,"novice","low","diamond-diamond",3,"E","diamond-e","NA",100,100,1717504786970,1717504673307,113.663
"524",6,"novice-low","practice",3,"novice","low","diamond-diamond",4,"E","triangle-c","NA",100,200,1717504788496,1717504673307,115.189
"525",6,"novice-low","practice",3,"novice","low","diamond-diamond",5,"F","triangle-d-triangle-e","0",0,200,1717504793095,1717504673307,119.788
"526",6,"novice-low","practice",3,"novice","low","diamond-diamond",6,"F","diamond-c-triangle-c","0",0,200,1717504796555,1717504673307,123.248
"527",6,"novice-low","practice",3,"novice","low","diamond-diamond",7,"F","triangle-c-triangle-c","0",0,200,1717504800413,1717504673307,127.106
"528",6,"novice-low","practice",3,"novice","low","diamond-diamond",8,"E","triangle-a","NA",100,300,1717504805008,1717504673307,131.701
"529",6,"novice-low","practice",3,"novice","low","diamond-diamond",9,"F","diamond-e-triangle-f","0",0,300,1717504808321,1717504673307,135.014
"530",6,"novice-low","practice",3,"novice","low","diamond-diamond",10,"E","diamond-b","NA",100,400,1717504811519,1717504673307,138.212
"531",6,"novice-low","practice",4,"novice","low","triangle-triangle",1,"E","triangle-a","NA",100,100,1717504817174,1717504673307,143.867
"532",6,"novice-low","practice",4,"novice","low","triangle-triangle",2,"E","triangle-b","NA",100,200,1717504818517,1717504673307,145.21
"533",6,"novice-low","practice",4,"novice","low","triangle-triangle",3,"E","triangle-a","NA",100,300,1717504820223,1717504673307,146.916
"534",6,"novice-low","practice",4,"novice","low","triangle-triangle",4,"E","diamond-b","NA",100,400,1717504822119,1717504673307,148.812
"535",6,"novice-low","practice",4,"novice","low","triangle-triangle",5,"F","diamond-e-triangle-e","0",0,400,1717504825310,1717504673307,152.003
"536",6,"novice-low","practice",4,"novice","low","triangle-triangle",6,"F","diamond-c-triangle-d","1",0,400,1717504828689,1717504673307,155.382
"537",6,"novice-low","practice",4,"novice","low","triangle-triangle",7,"E","triangle-[cd]","NA",150,550,1717504831716,1717504673307,158.409
"538",6,"novice-low","practice",4,"novice","low","triangle-triangle",8,"E","triangle-[cd]","NA",150,700,1717504834088,1717504673307,160.781
"539",6,"novice-low","practice",4,"novice","low","triangle-triangle",9,"E","triangle-[cd]","NA",150,850,1717504835753,1717504673307,162.446
"540",6,"novice-low","practice",4,"novice","low","triangle-triangle",10,"E","triangle-[cd]","NA",150,1000,1717504837216,1717504673307,163.909
"541",6,"novice-low","practice",5,"novice","low","triangle-diamond",1,"F","diamond-d-triangle-c","0",0,0,1717504844289,1717504673307,170.982
"542",6,"novice-low","practice",5,"novice","low","triangle-diamond",2,"F","triangle-b-triangle-c","0",0,0,1717504848491,1717504673307,175.184
"543",6,"novice-low","practice",5,"novice","low","triangle-diamond",3,"F","diamond-c-triangle-a","1",0,0,1717504851900,1717504673307,178.593
"544",6,"novice-low","practice",5,"novice","low","triangle-diamond",4,"E","triangle-[ac]","NA",150,150,1717504855442,1717504673307,182.135
"545",6,"novice-low","practice",5,"novice","low","triangle-diamond",5,"F","triangle-[ac]-triangle-[ac]","0",0,150,1717504858861,1717504673307,185.554
"546",6,"novice-low","practice",5,"novice","low","triangle-diamond",6,"E","triangle-[ac]","NA",150,300,1717504861694,1717504673307,188.387
"547",6,"novice-low","practice",5,"novice","low","triangle-diamond",7,"E","triangle-[ac]","NA",150,450,1717504863357,1717504673307,190.05
"548",6,"novice-low","practice",5,"novice","low","triangle-diamond",8,"E","triangle-[ac]","NA",150,600,1717504865371,1717504673307,192.064
"549",6,"novice-low","practice",5,"novice","low","triangle-diamond",9,"E","triangle-[ac]","NA",150,750,1717504866633,1717504673307,193.326
"550",6,"novice-low","practice",5,"novice","low","triangle-diamond",10,"E","triangle-[ac]","NA",150,900,1717504868386,1717504673307,195.079
"551",6,"novice-low","task",1,"novice","low","triangle-triangle",1,"F","diamond-b-triangle-a","0",0,0,1717504879661,1717504673307,206.354
"552",6,"novice-low","task",1,"novice","low","triangle-triangle",2,"F","diamond-d-triangle-c","1",0,0,1717504882879,1717504673307,209.572
"553",6,"novice-low","task",1,"novice","low","triangle-triangle",3,"E","triangle-[cd]","NA",150,150,1717504886631,1717504673307,213.324
"554",6,"novice-low","task",1,"novice","low","triangle-triangle",4,"E","triangle-[cd]","NA",150,300,1717504888038,1717504673307,214.731
"555",6,"novice-low","task",1,"novice","low","triangle-triangle",5,"E","triangle-[cd]","NA",150,450,1717504889657,1717504673307,216.35
"556",6,"novice-low","task",1,"novice","low","triangle-triangle",6,"E","triangle-[cd]","NA",150,600,1717504891176,1717504673307,217.869
"557",6,"novice-low","task",1,"novice","low","triangle-triangle",7,"E","triangle-[cd]","NA",150,750,1717504892718,1717504673307,219.411
"558",6,"novice-low","task",1,"novice","low","triangle-triangle",8,"E","triangle-[cd]","NA",150,900,1717504894313,1717504673307,221.006
"559",6,"novice-low","task",1,"novice","low","triangle-triangle",9,"E","triangle-[cd]","NA",150,1050,1717504896137,1717504673307,222.83
"560",6,"novice-low","task",1,"novice","low","triangle-triangle",10,"E","triangle-[cd]","NA",150,1200,1717504897499,1717504673307,224.192
"561",6,"novice-low","task",2,"novice","low","diamond-diamond",1,"F","triangle-d-triangle-e","0",0,0,1717504905595,1717504673307,232.288
"562",6,"novice-low","task",2,"novice","low","diamond-diamond",2,"F","diamond-d-triangle-c","0",0,0,1717504908806,1717504673307,235.499
"563",6,"novice-low","task",2,"novice","low","diamond-diamond",3,"F","diamond-a-triangle-e","0",0,0,1717504911408,1717504673307,238.101
"564",6,"novice-low","task",2,"novice","low","diamond-diamond",4,"F","triangle-b-triangle-c","0",0,0,1717504915424,1717504673307,242.117
"565",6,"novice-low","task",2,"novice","low","diamond-diamond",5,"F","diamond-f-triangle-f","0",0,0,1717504918402,1717504673307,245.095
"566",6,"novice-low","task",2,"novice","low","diamond-diamond",6,"F","triangle-e-triangle-e","0",0,0,1717504921813,1717504673307,248.506
"567",6,"novice-low","task",2,"novice","low","diamond-diamond",7,"E","diamond-d","NA",100,100,1717504927114,1717504673307,253.807
"568",6,"novice-low","task",2,"novice","low","diamond-diamond",8,"E","triangle-b","NA",100,200,1717504928558,1717504673307,255.251
"569",6,"novice-low","task",2,"novice","low","diamond-diamond",9,"E","triangle-a","NA",100,300,1717504929926,1717504673307,256.619
"570",6,"novice-low","task",2,"novice","low","diamond-diamond",10,"E","triangle-f","NA",100,400,1717504931677,1717504673307,258.37
"571",6,"novice-low","task",3,"novice","low","diamond-diamond",1,"F","diamond-b-triangle-c","0",0,0,1717504945119,1717504673307,271.812
"572",6,"novice-low","task",3,"novice","low","diamond-diamond",2,"F","diamond-c-triangle-e","0",0,0,1717504949289,1717504673307,275.982
