"","id","condition","task_id","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"1165",18,"expert-cross",5,5,"F","circle-c-square-c","0",0,300,1713449901579,1713449376244,525.335
"1166",18,"expert-cross",5,6,"F","circle-d-square-d","1",0,300,1713449911266,1713449376244,535.022
"1167",18,"expert-cross",5,7,"F","circle-a-square-[dd]","1",0,300,1713449918780,1713449376244,542.536
"1168",18,"expert-cross",5,8,"F","circle-b-square-[dd]","1",0,300,1713449928102,1713449376244,551.858
"1169",18,"expert-cross",5,9,"F","circle-[[dd]a]-square-[aa]","0",0,300,1713449934478,1713449376244,558.234
"1170",18,"expert-cross",5,10,"F","circle-[[dd]b]-square-[dd]","1",0,300,1713449942044,1713449376244,565.8
"1171",18,"expert-cross",6,1,"E","circle-a","NA",100,100,1713450030769,1713449376244,654.525
"1172",18,"expert-cross",6,2,"E","circle-b","NA",100,200,1713450031999,1713449376244,655.755
"1173",18,"expert-cross",6,3,"E","circle-c","NA",100,300,1713450033301,1713449376244,657.057
"1174",18,"expert-cross",6,4,"E","circle-d","NA",100,400,1713450034668,1713449376244,658.424
"1175",18,"expert-cross",6,5,"F","circle-a-square-a","1",0,400,1713450039933,1713449376244,663.689
"1176",18,"expert-cross",6,6,"F","circle-b-square-b","1",0,400,1713450043919,1713449376244,667.675
"1177",18,"expert-cross",6,7,"F","circle-c-square-c","0",0,400,1713450048700,1713449376244,672.456
"1178",18,"expert-cross",6,8,"F","circle-f-square-[bb]","0",0,400,1713450056559,1713449376244,680.315
"1179",18,"expert-cross",6,9,"F","circle-d-square-[aa]","0",0,400,1713450060421,1713449376244,684.177
"1180",18,"expert-cross",6,10,"F","circle-c-square-[bb]","1",0,400,1713450070403,1713449376244,694.159
"1181",18,"expert-cross",7,1,"E","circle-a","NA",100,100,1713450082252,1713449376244,706.008
"1182",18,"expert-cross",7,2,"F","circle-a-square-b","1",0,100,1713450088138,1713449376244,711.894
"1183",18,"expert-cross",7,3,"F","circle-c-square-[ab]","1",0,100,1713450093343,1713449376244,717.099
"1184",18,"expert-cross",7,4,"F","circle-[[ab]c]-square-[ab]","1",0,100,1713450099366,1713449376244,723.122
"1185",18,"expert-cross",7,5,"F","circle-[[[ab]c][ab]]-square-f","1",0,100,1713450108313,1713449376244,732.069
"1186",18,"expert-cross",7,6,"F","circle-[[[ab]c][ab]]-square-[[[[ab]c][ab]]f]","0",0,100,1713450117050,1713449376244,740.806
"1187",18,"expert-cross",7,7,"F","circle-[[ab]c]-square-e","1",0,100,1713450126910,1713449376244,750.666
"1188",18,"expert-cross",7,8,"F","circle-[[[ab]c]e]-square-a","1",0,100,1713450131702,1713449376244,755.458
"1189",18,"expert-cross",7,9,"F","circle-[[[ab]c]e]-square-[ab]","1",0,100,1713450144563,1713449376244,768.319
"1190",18,"expert-cross",7,10,"F","circle-[[[[ab]c]e][ab]]-square-[[[[ab]c][ab]]f]","0",0,100,1713450151938,1713449376244,775.694
"1191",19,"novice-cross",1,1,"F","circle-a-square-f","1",0,0,1713450664295,1713450560826,103.469
"1192",19,"novice-cross",1,2,"E","square-[af]","NA",150,150,1713450666277,1713450560826,105.451
"1193",19,"novice-cross",1,3,"F","circle-e-square-e","1",0,150,1713450669046,1713450560826,108.22
"1194",19,"novice-cross",1,4,"E","circle-[ee]","NA",150,300,1713450671244,1713450560826,110.418
"1195",19,"novice-cross",1,5,"E","square-[af]","NA",150,450,1713450673327,1713450560826,112.501
"1196",19,"novice-cross",1,6,"E","square-f","NA",100,550,1713450675443,1713450560826,114.617
"1197",19,"novice-cross",1,7,"E","square-[af]","NA",150,700,1713450677277,1713450560826,116.451
"1198",19,"novice-cross",1,8,"E","circle-[ee]","NA",150,850,1713450679128,1713450560826,118.302
"1199",19,"novice-cross",1,9,"E","circle-[ee]","NA",150,1000,1713450680861,1713450560826,120.035
"1200",19,"novice-cross",1,10,"E","circle-[ee]","NA",150,1150,1713450682628,1713450560826,121.802
"1201",19,"novice-cross",2,1,"F","circle-b-square-f","1",0,0,1713450687682,1713450560826,126.856
"1202",19,"novice-cross",2,2,"E","circle-[bf]","NA",150,150,1713450689815,1713450560826,128.989
"1203",19,"novice-cross",2,3,"E","square-f","NA",100,250,1713450691632,1713450560826,130.806
"1204",19,"novice-cross",2,4,"E","circle-[bf]","NA",150,400,1713450693300,1713450560826,132.474
"1205",19,"novice-cross",2,5,"E","circle-[bf]","NA",150,550,1713450695000,1713450560826,134.174
"1206",19,"novice-cross",2,6,"E","circle-[bf]","NA",150,700,1713450696766,1713450560826,135.94
"1207",19,"novice-cross",2,7,"E","circle-[bf]","NA",150,850,1713450700100,1713450560826,139.274
"1208",19,"novice-cross",2,8,"E","circle-[bf]","NA",150,1000,1713450701917,1713450560826,141.091
"1209",19,"novice-cross",2,9,"E","circle-[bf]","NA",150,1150,1713450703918,1713450560826,143.092
"1210",19,"novice-cross",2,10,"E","circle-[bf]","NA",150,1300,1713450705801,1713450560826,144.975
"1211",19,"novice-cross",3,1,"F","circle-c-square-d","0",0,0,1713450711002,1713450560826,150.176
"1212",19,"novice-cross",3,2,"F","circle-b-square-e","1",0,0,1713450713799,1713450560826,152.973
"1213",19,"novice-cross",3,3,"E","square-[be]","NA",150,150,1713450715631,1713450560826,154.805
"1214",19,"novice-cross",3,4,"E","square-[be]","NA",150,300,1713450717198,1713450560826,156.372
"1215",19,"novice-cross",3,5,"E","square-[be]","NA",150,450,1713450718598,1713450560826,157.772
"1216",19,"novice-cross",3,6,"E","square-[be]","NA",150,600,1713450720180,1713450560826,159.354
"1217",19,"novice-cross",3,7,"E","square-e","NA",100,700,1713450721813,1713450560826,160.987
"1218",19,"novice-cross",3,8,"E","square-[be]","NA",150,850,1713450723313,1713450560826,162.487
"1219",19,"novice-cross",3,9,"E","square-[be]","NA",150,1000,1713450724779,1713450560826,163.953
"1220",19,"novice-cross",3,10,"E","square-[be]","NA",150,1150,1713450726395,1713450560826,165.569
"1221",19,"novice-cross",4,1,"F","circle-b-square-c","1",0,0,1713450731477,1713450560826,170.651
"1222",19,"novice-cross",4,2,"E","circle-[bc]","NA",150,150,1713450733976,1713450560826,173.15
"1223",19,"novice-cross",4,3,"E","circle-[bc]","NA",150,300,1713450735708,1713450560826,174.882
"1224",19,"novice-cross",4,4,"E","circle-[bc]","NA",150,450,1713450737408,1713450560826,176.582
"1225",19,"novice-cross",4,5,"E","circle-[bc]","NA",150,600,1713450738940,1713450560826,178.114
"1226",19,"novice-cross",4,6,"E","circle-[bc]","NA",150,750,1713450740473,1713450560826,179.647
"1227",19,"novice-cross",4,7,"E","circle-[bc]","NA",150,900,1713450742223,1713450560826,181.397
"1228",19,"novice-cross",4,8,"E","circle-[bc]","NA",150,1050,1713450743805,1713450560826,182.979
"1229",19,"novice-cross",4,9,"E","circle-[bc]","NA",150,1200,1713450745339,1713450560826,184.513
"1230",19,"novice-cross",4,10,"E","circle-[bc]","NA",150,1350,1713450747140,1713450560826,186.314
"1231",19,"novice-cross",5,1,"F","circle-b-square-d","1",0,0,1713450751926,1713450560826,191.1
"1232",19,"novice-cross",5,2,"E","circle-[bd]","NA",150,150,1713450754111,1713450560826,193.285
"1233",19,"novice-cross",5,3,"E","circle-[bd]","NA",150,300,1713450755663,1713450560826,194.837
"1234",19,"novice-cross",5,4,"E","circle-[bd]","NA",150,450,1713450757148,1713450560826,196.322
"1235",19,"novice-cross",5,5,"E","circle-[bd]","NA",150,600,1713450758750,1713450560826,197.924
"1236",19,"novice-cross",5,6,"F","circle-[bd]-square-c","0",0,600,1713450761202,1713450560826,200.376
"1237",19,"novice-cross",5,7,"E","circle-[bd]","NA",150,750,1713450763017,1713450560826,202.191
"1238",19,"novice-cross",5,8,"E","circle-[bd]","NA",150,900,1713450764685,1713450560826,203.859
"1239",19,"novice-cross",5,9,"E","circle-[bd]","NA",150,1050,1713450766387,1713450560826,205.561
"1240",19,"novice-cross",5,10,"E","circle-[bd]","NA",150,1200,1713450768204,1713450560826,207.378
"1241",19,"novice-cross",6,1,"F","circle-c-square-d","1",0,0,1713450773625,1713450560826,212.799
"1242",19,"novice-cross",6,2,"E","square-[cd]","NA",150,150,1713450775727,1713450560826,214.901
"1243",19,"novice-cross",6,3,"E","square-[cd]","NA",150,300,1713450777394,1713450560826,216.568
"1244",19,"novice-cross",6,4,"E","square-[cd]","NA",150,450,1713450779146,1713450560826,218.32
"1245",19,"novice-cross",6,5,"E","square-[cd]","NA",150,600,1713450780913,1713450560826,220.087
"1246",19,"novice-cross",6,6,"E","square-[cd]","NA",150,750,1713450782682,1713450560826,221.856
"1247",19,"novice-cross",6,7,"E","square-[cd]","NA",150,900,1713450784383,1713450560826,223.557
"1248",19,"novice-cross",6,8,"E","square-[cd]","NA",150,1050,1713450785833,1713450560826,225.007
"1249",19,"novice-cross",6,9,"E","square-[cd]","NA",150,1200,1713450787450,1713450560826,226.624
"1250",19,"novice-cross",6,10,"E","square-[cd]","NA",150,1350,1713450789118,1713450560826,228.292
"1251",19,"novice-cross",7,1,"F","circle-c-square-b","1",0,0,1713450793888,1713450560826,233.062
"1252",19,"novice-cross",7,2,"E","circle-[bc]","NA",150,150,1713450796421,1713450560826,235.595
"1253",19,"novice-cross",7,3,"E","circle-[bc]","NA",150,300,1713450798087,1713450560826,237.261
"1254",19,"novice-cross",7,4,"E","circle-[bc]","NA",150,450,1713450799853,1713450560826,239.027
"1255",19,"novice-cross",7,5,"E","circle-[bc]","NA",150,600,1713450801302,1713450560826,240.476
"1256",19,"novice-cross",7,6,"E","circle-[bc]","NA",150,750,1713450802836,1713450560826,242.01
"1257",19,"novice-cross",7,7,"E","circle-f","NA",100,850,1713450804402,1713450560826,243.576
"1258",19,"novice-cross",7,8,"E","circle-[bc]","NA",150,1000,1713450805852,1713450560826,245.026
"1259",19,"novice-cross",7,9,"E","circle-[bc]","NA",150,1150,1713450807453,1713450560826,246.627
"1260",19,"novice-cross",7,10,"E","circle-[bc]","NA",150,1300,1713450808937,1713450560826,248.111
"1261",20,"expert-cross",1,1,"F","circle-e-square-e","1",0,0,1713451099285,1713451012281,87.004
"1262",20,"expert-cross",1,2,"F","circle-e-square-[ee]","1",0,0,1713451103501,1713451012281,91.22
"1263",20,"expert-cross",1,3,"F","square-[[ee]e]-square-e","0",0,0,1713451106541,1713451012281,94.26
"1264",20,"expert-cross",1,4,"F","square-[[ee]e]-square-[ee]","0",0,0,1713451109060,1713451012281,96.779
"1265",20,"expert-cross",1,5,"F","square-[[ee]e]-square-[[ee]e]","1",0,0,1713451110972,1713451012281,98.691
"1266",20,"expert-cross",1,6,"F","square-[[[ee]e][[ee]e]]-square-[[[ee]e][[ee]e]]","0",0,0,1713451113691,1713451012281,101.41
"1267",20,"expert-cross",1,7,"F","square-[[[ee]e][[ee]e]]-square-[[ee]e]","0",0,0,1713451115826,1713451012281,103.545
"1268",20,"expert-cross",1,8,"E","square-[[[ee]e][[ee]e]]","NA",338,338,1713451117570,1713451012281,105.289
"1269",20,"expert-cross",1,9,"E","square-[[[ee]e][[ee]e]]","NA",338,676,1713451119146,1713451012281,106.865
"1270",20,"expert-cross",1,10,"E","square-[[[ee]e][[ee]e]]","NA",338,1014,1713451120882,1713451012281,108.601
"1271",20,"expert-cross",2,1,"F","circle-f-square-a","1",0,0,1713451127856,1713451012281,115.575
"1272",20,"expert-cross",2,2,"F","circle-[af]-square-a","1",0,0,1713451131792,1713451012281,119.511
"1273",20,"expert-cross",2,3,"F","circle-[[af]a]-square-f","1",0,0,1713451136871,1713451012281,124.59
"1274",20,"expert-cross",2,4,"F","circle-[[[af]a]f]-square-e","1",0,0,1713451140166,1713451012281,127.885
"1275",20,"expert-cross",2,5,"F","circle-[[[[af]a]f]e]-circle-[[[[af]a]f]e]","0",0,0,1713451144151,1713451012281,131.87
"1276",20,"expert-cross",2,6,"F","circle-[[[[af]a]f]e]-circle-[[[af]a]f]","0",0,0,1713451147798,1713451012281,135.517
"1277",20,"expert-cross",2,7,"E","circle-[[[[af]a]f]e]","NA",507,507,1713451149877,1713451012281,137.596
"1278",20,"expert-cross",2,8,"E","circle-[[[[af]a]f]e]","NA",507,1014,1713451151677,1713451012281,139.396
"1279",20,"expert-cross",2,9,"E","circle-[[[[af]a]f]e]","NA",507,1521,1713451153236,1713451012281,140.955
"1280",20,"expert-cross",2,10,"E","circle-[[[[af]a]f]e]","NA",507,2028,1713451154781,1713451012281,142.5
"1281",20,"expert-cross",3,1,"F","circle-d-square-a","0",0,0,1713451160644,1713451012281,148.363
"1282",20,"expert-cross",3,2,"F","circle-d-square-b","1",0,0,1713451164579,1713451012281,152.298
"1283",20,"expert-cross",3,3,"F","circle-[bd]-square-a","1",0,0,1713451167611,1713451012281,155.33
"1284",20,"expert-cross",3,4,"F","circle-[bd]-square-[[bd]a]","1",0,0,1713451170154,1713451012281,157.873
"1285",20,"expert-cross",3,5,"F","circle-[bd]-square-[[[bd]a][bd]]","1",0,0,1713451172850,1713451012281,160.569
"1286",20,"expert-cross",3,6,"F","circle-[bd]-square-[[[[bd]a][bd]][bd]]","1",0,0,1713451175123,1713451012281,162.842
"1287",20,"expert-cross",3,7,"E","square-[[[[[bd]a][bd]][bd]][bd]]","NA",761,761,1713451179808,1713451012281,167.527
"1288",20,"expert-cross",3,8,"E","square-[[[[[bd]a][bd]][bd]][bd]]","NA",761,1522,1713451181544,1713451012281,169.263
"1289",20,"expert-cross",3,9,"E","square-[[[[[bd]a][bd]][bd]][bd]]","NA",761,2283,1713451183664,1713451012281,171.383
"1290",20,"expert-cross",3,10,"E","square-[[[[[bd]a][bd]][bd]][bd]]","NA",761,3044,1713451185640,1713451012281,173.359
"1291",20,"expert-cross",4,1,"F","circle-c-square-c","1",0,0,1713451192351,1713451012281,180.07
"1292",20,"expert-cross",4,2,"F","circle-c-square-[cc]","1",0,0,1713451194846,1713451012281,182.565
"1293",20,"expert-cross",4,3,"F","circle-c-square-[[cc]c]","1",0,0,1713451197015,1713451012281,184.734
"1294",20,"expert-cross",4,4,"F","circle-[[[cc]c]c]-square-[[cc]c]","1",0,0,1713451199502,1713451012281,187.221
"1295",20,"expert-cross",4,5,"F","circle-[[[cc]c]c]-square-[[[[cc]c]c][[cc]c]]","1",0,0,1713451201918,1713451012281,189.637
"1296",20,"expert-cross",4,6,"F","circle-[[[[[cc]c]c][[cc]c]][[[cc]c]c]]-square-[[[[cc]c]c][[cc]c]]","1",0,0,1713451206190,1713451012281,193.909
"1297",20,"expert-cross",4,7,"E","circle-[[[[[[cc]c]c][[cc]c]][[[cc]c]c]][[[[cc]c]c][[cc]c]]]","NA",1142,1142,1713451207989,1713451012281,195.708
"1298",20,"expert-cross",4,8,"E","circle-[[[[[[cc]c]c][[cc]c]][[[cc]c]c]][[[[cc]c]c][[cc]c]]]","NA",1142,2284,1713451209813,1713451012281,197.532
"1299",20,"expert-cross",4,9,"E","circle-[[[[[[cc]c]c][[cc]c]][[[cc]c]c]][[[[cc]c]c][[cc]c]]]","NA",1142,3426,1713451211492,1713451012281,199.211
"1300",20,"expert-cross",4,10,"E","circle-[[[[[[cc]c]c][[cc]c]][[[cc]c]c]][[[[cc]c]c][[cc]c]]]","NA",1142,4568,1713451213389,1713451012281,201.108
"1301",20,"expert-cross",5,1,"F","circle-a-square-a","1",0,0,1713451219364,1713451012281,207.083
"1302",20,"expert-cross",5,2,"F","circle-a-square-[aa]","0",0,0,1713451222139,1713451012281,209.858
"1303",20,"expert-cross",5,3,"F","circle-b-square-[aa]","1",0,0,1713451226650,1713451012281,214.369
"1304",20,"expert-cross",5,4,"F","circle-[[aa]b]-square-[aa]","1",0,0,1713451232130,1713451012281,219.849
"1305",20,"expert-cross",5,5,"F","circle-[[aa]b]-square-[[[aa]b][aa]]","1",0,0,1713451234425,1713451012281,222.144
"1306",20,"expert-cross",5,6,"F","circle-[[aa]b]-square-[[[[aa]b][aa]][[aa]b]]","1",0,0,1713451237344,1713451012281,225.063
"1307",20,"expert-cross",5,7,"F","circle-[[aa]b]-square-[[[[[aa]b][aa]][[aa]b]][[aa]b]]","1",0,0,1713451242848,1713451012281,230.567
"1308",20,"expert-cross",5,8,"E","circle-[[[[[[aa]b][aa]][[aa]b]][[aa]b]][[aa]b]]","NA",1142,1142,1713451244567,1713451012281,232.286
"1309",20,"expert-cross",5,9,"E","circle-[[[[[[aa]b][aa]][[aa]b]][[aa]b]][[aa]b]]","NA",1142,2284,1713451245776,1713451012281,233.495
"1310",20,"expert-cross",5,10,"E","circle-[[[[[[aa]b][aa]][[aa]b]][[aa]b]][[aa]b]]","NA",1142,3426,1713451247215,1713451012281,234.934
"1311",20,"expert-cross",6,1,"F","circle-a-square-a","0",0,0,1713451254191,1713451012281,241.91
"1312",20,"expert-cross",6,2,"F","circle-f-square-e","0",0,0,1713451257390,1713451012281,245.109
"1313",20,"expert-cross",6,3,"F","circle-e-square-f","1",0,0,1713451260061,1713451012281,247.78
"1314",20,"expert-cross",6,4,"F","circle-f-square-[ef]","1",0,0,1713451262605,1713451012281,250.324
"1315",20,"expert-cross",6,5,"F","circle-f-square-[[ef]f]","1",0,0,1713451264741,1713451012281,252.46
"1316",20,"expert-cross",6,6,"F","circle-f-square-[[[ef]f]f]","0",0,0,1713451268309,1713451012281,256.028
"1317",20,"expert-cross",6,7,"E","square-[[[ef]f]f]","NA",338,338,1713451271275,1713451012281,258.994
"1318",20,"expert-cross",6,8,"E","square-[[[ef]f]f]","NA",338,676,1713451272883,1713451012281,260.602
"1319",20,"expert-cross",6,9,"E","square-[[[ef]f]f]","NA",338,1014,1713451274491,1713451012281,262.21
"1320",20,"expert-cross",6,10,"E","square-[[[ef]f]f]","NA",338,1352,1713451276091,1713451012281,263.81
"1321",20,"expert-cross",7,1,"F","circle-a-square-f","1",0,0,1713451282746,1713451012281,270.465
"1322",20,"expert-cross",7,2,"F","circle-f-square-[af]","1",0,0,1713451285146,1713451012281,272.865
"1323",20,"expert-cross",7,3,"F","circle-f-square-[[af]f]","0",0,0,1713451287354,1713451012281,275.073
"1324",20,"expert-cross",7,4,"F","circle-a-square-[[af]f]","1",0,0,1713451290896,1713451012281,278.615
"1325",20,"expert-cross",7,5,"F","circle-f-square-[[[af]f]a]","1",0,0,1713451293304,1713451012281,281.023
"1326",20,"expert-cross",7,6,"F","circle-[[[[af]f]a]f]-square-[[[af]f]a]","1",0,0,1713451295879,1713451012281,283.598
"1327",20,"expert-cross",7,7,"F","circle-[[[[af]f]a]f]-square-[[[[[af]f]a]f][[[af]f]a]]","1",0,0,1713451298263,1713451012281,285.982
"1328",20,"expert-cross",7,8,"E","square-[[[[[[af]f]a]f][[[af]f]a]][[[[af]f]a]f]]","NA",1142,1142,1713451300423,1713451012281,288.142
"1329",20,"expert-cross",7,9,"E","square-[[[[[[af]f]a]f][[[af]f]a]][[[[af]f]a]f]]","NA",1142,2284,1713451301928,1713451012281,289.647
"1330",20,"expert-cross",7,10,"E","square-[[[[[[af]f]a]f][[[af]f]a]][[[[af]f]a]f]]","NA",1142,3426,1713451304014,1713451012281,291.733
"1331",21,"expert-circle",1,1,"F","square-a-square-b","0",0,0,1713452015394,1713451765344,250.05
"1332",21,"expert-circle",1,2,"F","circle-a-circle-a","0",0,0,1713452028687,1713451765344,263.343
"1333",21,"expert-circle",1,3,"F","circle-e-square-e","0",0,0,1713452039898,1713451765344,274.554
"1334",21,"expert-circle",1,4,"F","square-a-square-c","0",0,0,1713452048409,1713451765344,283.065
"1335",21,"expert-circle",1,5,"F","square-e-square-f","1",0,0,1713452057109,1713451765344,291.765
"1336",21,"expert-circle",1,6,"F","circle-e-square-b","1",0,0,1713452082699,1713451765344,317.355
"1337",21,"expert-circle",1,7,"F","circle-b-square-e","0",0,0,1713452099588,1713451765344,334.244
"1338",21,"expert-circle",1,8,"F","circle-b-square-f","0",0,0,1713452120144,1713451765344,354.8
"1339",21,"expert-circle",1,9,"F","circle-c-square-e","0",0,0,1713452126774,1713451765344,361.43
"1340",21,"expert-circle",1,10,"F","circle-d-square-e","1",0,0,1713452137265,1713451765344,371.921
"1341",21,"expert-circle",2,1,"F","square-a-square-f","0",0,0,1713452164233,1713451765344,398.889
"1342",21,"expert-circle",2,2,"F","square-a-square-b","1",0,0,1713452169358,1713451765344,404.014
"1343",21,"expert-circle",2,3,"F","square-a-square-c","0",0,0,1713452173604,1713451765344,408.26
"1344",21,"expert-circle",2,4,"F","square-a-square-e","0",0,0,1713452177807,1713451765344,412.463
"1345",21,"expert-circle",2,5,"F","square-b-square-c","0",0,0,1713452203211,1713451765344,437.867
"1346",21,"expert-circle",2,6,"F","square-b-square-d","1",0,0,1713452207135,1713451765344,441.791
"1347",21,"expert-circle",2,7,"F","square-b-square-e","1",0,0,1713452211992,1713451765344,446.648
"1348",21,"expert-circle",2,8,"F","square-b-square-f","0",0,0,1713452218608,1713451765344,453.264
"1349",21,"expert-circle",2,9,"F","circle-a-square-b","0",0,0,1713452225207,1713451765344,459.863
"1350",21,"expert-circle",2,10,"E","square-[bd]","NA",150,150,1713452232277,1713451765344,466.933
"1351",21,"expert-circle",3,1,"F","square-a-square-b","0",0,0,1713452242717,1713451765344,477.373
"1352",21,"expert-circle",3,2,"F","square-a-square-c","1",0,0,1713452247374,1713451765344,482.03
"1353",21,"expert-circle",3,3,"F","square-a-square-d","0",0,0,1713452255714,1713451765344,490.37
"1354",21,"expert-circle",3,4,"F","square-a-square-e","0",0,0,1713452260326,1713451765344,494.982
"1355",21,"expert-circle",3,5,"F","square-a-square-f","1",0,0,1713452265187,1713451765344,499.843
"1356",21,"expert-circle",3,6,"F","circle-a-square-a","1",0,0,1713452274341,1713451765344,508.997
"1357",21,"expert-circle",3,7,"F","circle-b-square-e","0",0,0,1713452286085,1713451765344,520.741
"1358",21,"expert-circle",3,8,"E","square-[ac]","NA",150,150,1713452289545,1713451765344,524.201
"1359",21,"expert-circle",3,9,"E","square-[af]","NA",150,300,1713452292428,1713451765344,527.084
"1360",21,"expert-circle",3,10,"E","square-[aa]","NA",150,450,1713452295044,1713451765344,529.7
"1361",21,"expert-circle",4,1,"F","square-a-square-b","0",0,0,1713452304220,1713451765344,538.876
"1362",21,"expert-circle",4,2,"F","square-a-square-c","0",0,0,1713452307570,1713451765344,542.226
"1363",21,"expert-circle",4,3,"F","square-a-square-d","0",0,0,1713452311201,1713451765344,545.857
"1364",21,"expert-circle",4,4,"F","square-a-square-e","0",0,0,1713452316246,1713451765344,550.902
"1365",21,"expert-circle",4,5,"F","square-a-square-f","0",0,0,1713452319665,1713451765344,554.321
"1366",21,"expert-circle",4,6,"F","circle-a-square-a","0",0,0,1713452323396,1713451765344,558.052
"1367",21,"expert-circle",4,7,"F","circle-c-square-a","1",0,0,1713452327767,1713451765344,562.423
"1368",21,"expert-circle",4,8,"F","circle-d-square-a","1",0,0,1713452335830,1713451765344,570.486
"1369",21,"expert-circle",4,9,"F","circle-e-square-a","0",0,0,1713452340984,1713451765344,575.64
"1370",21,"expert-circle",4,10,"F","circle-f-square-a","0",0,0,1713452345748,1713451765344,580.404
"1371",21,"expert-circle",5,1,"F","circle-a-square-a","0",0,0,1713452369980,1713451765344,604.636
"1372",21,"expert-circle",5,2,"F","square-a-square-b","0",0,0,1713452374159,1713451765344,608.815
"1373",21,"expert-circle",5,3,"F","square-a-square-c","0",0,0,1713452377110,1713451765344,611.766
"1374",21,"expert-circle",5,4,"F","square-a-square-d","0",0,0,1713452380415,1713451765344,615.071
"1375",21,"expert-circle",5,5,"F","square-a-square-e","0",0,0,1713452383937,1713451765344,618.593
"1376",21,"expert-circle",5,6,"F","square-a-square-f","0",0,0,1713452387168,1713451765344,621.824
"1377",21,"expert-circle",5,7,"F","circle-a-square-b","0",0,0,1713452391054,1713451765344,625.71
"1378",21,"expert-circle",5,8,"F","circle-b-square-b","1",0,0,1713452394394,1713451765344,629.05
"1379",21,"expert-circle",5,9,"E","square-[bb]","NA",150,150,1713452401136,1713451765344,635.792
"1380",21,"expert-circle",5,10,"F","circle-d-square-d","1",0,150,1713452414302,1713451765344,648.958
"1381",21,"expert-circle",6,1,"F","square-a-square-b","1",0,0,1713452439516,1713451765344,674.172
"1382",21,"expert-circle",6,2,"E","square-[ab]","NA",150,150,1713452444174,1713451765344,678.83
"1383",21,"expert-circle",6,3,"F","square-a-square-c","1",0,150,1713452448667,1713451765344,683.323
"1384",21,"expert-circle",6,4,"E","square-[ac]","NA",150,300,1713452451994,1713451765344,686.65
"1385",21,"expert-circle",6,5,"F","square-a-square-d","0",0,300,1713452459104,1713451765344,693.76
"1386",21,"expert-circle",6,6,"F","square-a-square-e","0",0,300,1713452468927,1713451765344,703.583
"1387",21,"expert-circle",6,7,"F","square-a-square-f","0",0,300,1713452474898,1713451765344,709.554
"1388",21,"expert-circle",6,8,"F","circle-a-square-b","0",0,300,1713452488792,1713451765344,723.448
"1389",21,"expert-circle",6,9,"F","circle-b-square-b","0",0,300,1713452494136,1713451765344,728.792
"1390",21,"expert-circle",6,10,"F","circle-a-square-c","1",0,300,1713452499228,1713451765344,733.884
"1391",21,"expert-circle",7,1,"F","square-a-square-b","0",0,0,1713452512383,1713451765344,747.039
"1392",21,"expert-circle",7,2,"F","square-a-square-c","0",0,0,1713452516271,1713451765344,750.927
"1393",21,"expert-circle",7,3,"F","square-a-square-d","1",0,0,1713452519392,1713451765344,754.048
"1394",21,"expert-circle",7,4,"E","square-[ad]","NA",150,150,1713452522580,1713451765344,757.236
"1395",21,"expert-circle",7,5,"F","square-a-square-e","0",0,150,1713452526359,1713451765344,761.015
"1396",21,"expert-circle",7,6,"F","square-a-square-f","0",0,150,1713452530005,1713451765344,764.661
"1397",21,"expert-circle",7,7,"F","circle-a-square-a","0",0,150,1713452533718,1713451765344,768.374
"1398",21,"expert-circle",7,8,"F","circle-b-square-a","0",0,150,1713452539514,1713451765344,774.17
"1399",21,"expert-circle",7,9,"F","circle-a-square-c","0",0,150,1713452548549,1713451765344,783.205
"1400",21,"expert-circle",7,10,"F","circle-a-square-d","0",0,150,1713452556755,1713451765344,791.411
"1401",22,"novice-cross",1,1,"F","circle-a-square-a","1",0,0,1713453490252,1713453384443,105.809
"1402",22,"novice-cross",1,2,"F","square-[aa]-square-b","0",0,0,1713453493265,1713453384443,108.822
"1403",22,"novice-cross",1,3,"F","square-[aa]-square-c","0",0,0,1713453495713,1713453384443,111.27
"1404",22,"novice-cross",1,4,"F","square-[aa]-square-d","0",0,0,1713453497645,1713453384443,113.202
"1405",22,"novice-cross",1,5,"F","circle-a-square-[aa]","0",0,0,1713453499865,1713453384443,115.422
"1406",22,"novice-cross",1,6,"E","square-[aa]","NA",150,150,1713453501497,1713453384443,117.054
"1407",22,"novice-cross",1,7,"E","square-[aa]","NA",150,300,1713453502765,1713453384443,118.322
"1408",22,"novice-cross",1,8,"E","square-[aa]","NA",150,450,1713453503973,1713453384443,119.53
"1409",22,"novice-cross",1,9,"E","square-[aa]","NA",150,600,1713453505193,1713453384443,120.75
"1410",22,"novice-cross",1,10,"E","square-[aa]","NA",150,750,1713453506393,1713453384443,121.95
"1411",22,"novice-cross",2,1,"F","circle-a-square-b","0",0,0,1713453514237,1713453384443,129.794
"1412",22,"novice-cross",2,2,"F","circle-b-square-c","1",0,0,1713453517273,1713453384443,132.83
"1413",22,"novice-cross",2,3,"F","square-[bc]-square-d","1",0,0,1713453519965,1713453384443,135.522
"1414",22,"novice-cross",2,4,"E","square-[[bc]d]","NA",225,225,1713453522301,1713453384443,137.858
"1415",22,"novice-cross",2,5,"E","square-[[bc]d]","NA",225,450,1713453523593,1713453384443,139.15
"1416",22,"novice-cross",2,6,"E","square-[[bc]d]","NA",225,675,1713453524974,1713453384443,140.531
