"","id","condition","task_id","knowledge","density","highCombo","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"402",6,"novice-high",6,"novice","high","diamond-diamond",2,"F","triangle-a-triangle-d","1",0,0,1716406480988,1716406193948,287.04
"403",6,"novice-high",6,"novice","high","diamond-diamond",3,"F","square-c-square-e","0",0,0,1716406483170,1716406193948,289.222
"404",6,"novice-high",6,"novice","high","diamond-diamond",4,"F","diamond-a-square-d","1",0,0,1716406485887,1716406193948,291.939
"405",6,"novice-high",6,"novice","high","diamond-diamond",5,"F","square-[ad]-triangle-[ad]","0",0,0,1716406488656,1716406193948,294.708
"406",6,"novice-high",6,"novice","high","diamond-diamond",6,"E","triangle-[ad]","NA",150,150,1716406490629,1716406193948,296.681
"407",6,"novice-high",6,"novice","high","diamond-diamond",7,"F","circle-d-square-[ad]","0",0,150,1716406493460,1716406193948,299.512
"408",6,"novice-high",6,"novice","high","diamond-diamond",8,"F","circle-f-triangle-[ad]","1",0,150,1716406496129,1716406193948,302.181
"409",6,"novice-high",6,"novice","high","diamond-diamond",9,"E","triangle-[[ad]f]","NA",225,375,1716406498454,1716406193948,304.506
"410",6,"novice-high",6,"novice","high","diamond-diamond",10,"F","square-[ad]-triangle-[[ad]f]","0",0,375,1716406501143,1716406193948,307.195
"411",6,"novice-high",7,"novice","high","circle-circle",1,"E","circle-c","NA",100,100,1716406506120,1716406193948,312.172
"412",6,"novice-high",7,"novice","high","circle-circle",2,"E","triangle-a","NA",100,200,1716406507103,1716406193948,313.155
"413",6,"novice-high",7,"novice","high","circle-circle",3,"E","triangle-b","NA",100,300,1716406508858,1716406193948,314.91
"414",6,"novice-high",7,"novice","high","circle-circle",4,"E","triangle-c","NA",100,400,1716406510280,1716406193948,316.332
"415",6,"novice-high",7,"novice","high","circle-circle",5,"E","circle-c","NA",100,500,1716406511291,1716406193948,317.343
"416",6,"novice-high",7,"novice","high","circle-circle",6,"E","circle-c","NA",100,600,1716406512229,1716406193948,318.281
"417",6,"novice-high",7,"novice","high","circle-circle",7,"E","circle-c","NA",100,700,1716406513252,1716406193948,319.304
"418",6,"novice-high",7,"novice","high","circle-circle",8,"E","circle-c","NA",100,800,1716406514356,1716406193948,320.408
"419",6,"novice-high",7,"novice","high","circle-circle",9,"E","circle-c","NA",100,900,1716406515392,1716406193948,321.444
"420",6,"novice-high",7,"novice","high","circle-circle",10,"E","circle-c","NA",100,1000,1716406516630,1716406193948,322.682
"421",7,"novice-high",1,"novice","high","triangle-square",1,"F","circle-a-square-a","0",0,0,1716406328396,1716406248144,80.252
"422",7,"novice-high",1,"novice","high","triangle-square",2,"F","circle-b-circle-c","0",0,0,1716406334110,1716406248144,85.966
"423",7,"novice-high",1,"novice","high","triangle-square",3,"F","circle-b-square-b","0",0,0,1716406339600,1716406248144,91.456
"424",7,"novice-high",1,"novice","high","triangle-square",4,"E","square-f","NA",100,100,1716406342389,1716406248144,94.245
"425",7,"novice-high",1,"novice","high","triangle-square",5,"E","square-f","NA",100,200,1716406343612,1716406248144,95.468
"426",7,"novice-high",1,"novice","high","triangle-square",6,"E","square-f","NA",100,300,1716406345367,1716406248144,97.223
"427",7,"novice-high",1,"novice","high","triangle-square",7,"E","square-f","NA",100,400,1716406346789,1716406248144,98.645
"428",7,"novice-high",1,"novice","high","triangle-square",8,"E","square-f","NA",100,500,1716406348653,1716406248144,100.509
"429",7,"novice-high",1,"novice","high","triangle-square",9,"E","triangle-d","NA",100,600,1716406350902,1716406248144,102.758
"430",7,"novice-high",1,"novice","high","triangle-square",10,"E","circle-a","NA",100,700,1716406352116,1716406248144,103.972
"431",7,"novice-high",2,"novice","high","circle-triangle",1,"F","diamond-a-triangle-a","0",0,0,1716406357908,1716406248144,109.764
"432",7,"novice-high",2,"novice","high","circle-triangle",2,"F","diamond-a-triangle-b","1",0,0,1716406363045,1716406248144,114.901
"433",7,"novice-high",2,"novice","high","circle-triangle",3,"F","diamond-e-triangle-[ab]","0",0,0,1716406368326,1716406248144,120.182
"434",7,"novice-high",2,"novice","high","circle-triangle",4,"E","triangle-[ab]","NA",150,150,1716406373124,1716406248144,124.98
"435",7,"novice-high",2,"novice","high","circle-triangle",5,"F","diamond-f-square-a","1",0,150,1716406382799,1716406248144,134.655
"436",7,"novice-high",2,"novice","high","circle-triangle",6,"F","square-[af]-triangle-[ab]","1",0,150,1716406386564,1716406248144,138.42
"437",7,"novice-high",2,"novice","high","circle-triangle",7,"E","triangle-[[ab][af]]","NA",225,375,1716406389691,1716406248144,141.547
"438",7,"novice-high",2,"novice","high","circle-triangle",8,"E","triangle-[[ab][af]]","NA",225,600,1716406391196,1716406248144,143.052
"439",7,"novice-high",2,"novice","high","circle-triangle",9,"E","triangle-[[ab][af]]","NA",225,825,1716406392667,1716406248144,144.523
"440",7,"novice-high",2,"novice","high","circle-triangle",10,"E","triangle-[[ab][af]]","NA",225,1050,1716406394113,1716406248144,145.969
"441",7,"novice-high",3,"novice","high","square-square",1,"F","square-a-triangle-d","1",0,0,1716406402956,1716406248144,154.812
"442",7,"novice-high",3,"novice","high","square-square",2,"F","circle-c-square-a","0",0,0,1716406407728,1716406248144,159.584
"443",7,"novice-high",3,"novice","high","square-square",3,"F","square-c-triangle-f","0",0,0,1716406411366,1716406248144,163.222
"444",7,"novice-high",3,"novice","high","square-square",4,"F","diamond-e-triangle-[ad]","0",0,0,1716406414307,1716406248144,166.163
"445",7,"novice-high",3,"novice","high","square-square",5,"E","triangle-[ad]","NA",150,150,1716406416663,1716406248144,168.519
"446",7,"novice-high",3,"novice","high","square-square",6,"E","triangle-[ad]","NA",150,300,1716406418237,1716406248144,170.093
"447",7,"novice-high",3,"novice","high","square-square",7,"E","triangle-[ad]","NA",150,450,1716406419211,1716406248144,171.067
"448",7,"novice-high",3,"novice","high","square-square",8,"E","triangle-[ad]","NA",150,600,1716406420539,1716406248144,172.395
"449",7,"novice-high",3,"novice","high","square-square",9,"E","triangle-[ad]","NA",150,750,1716406424198,1716406248144,176.054
"450",7,"novice-high",3,"novice","high","square-square",10,"E","triangle-[ad]","NA",150,900,1716406425534,1716406248144,177.39
"451",7,"novice-high",4,"novice","high","triangle-diamond",1,"F","circle-a-triangle-a","0",0,0,1716406434070,1716406248144,185.926
"452",7,"novice-high",4,"novice","high","triangle-diamond",2,"F","triangle-a-triangle-e","0",0,0,1716406438606,1716406248144,190.462
"453",7,"novice-high",4,"novice","high","triangle-diamond",3,"F","square-d-triangle-a","0",0,0,1716406441501,1716406248144,193.357
"454",7,"novice-high",4,"novice","high","triangle-diamond",4,"E","triangle-b","NA",100,100,1716406444218,1716406248144,196.074
"455",7,"novice-high",4,"novice","high","triangle-diamond",5,"E","triangle-a","NA",100,200,1716406445116,1716406248144,196.972
"456",7,"novice-high",4,"novice","high","triangle-diamond",6,"E","triangle-a","NA",100,300,1716406445970,1716406248144,197.826
"457",7,"novice-high",4,"novice","high","triangle-diamond",7,"E","triangle-a","NA",100,400,1716406446758,1716406248144,198.614
"458",7,"novice-high",4,"novice","high","triangle-diamond",8,"E","triangle-a","NA",100,500,1716406447528,1716406248144,199.384
"459",7,"novice-high",4,"novice","high","triangle-diamond",9,"E","triangle-a","NA",100,600,1716406448312,1716406248144,200.168
"460",7,"novice-high",4,"novice","high","triangle-diamond",10,"E","triangle-a","NA",100,700,1716406449197,1716406248144,201.053
"461",7,"novice-high",5,"novice","high","triangle-triangle",1,"F","diamond-c-triangle-c","0",0,0,1716406455414,1716406248144,207.27
"462",7,"novice-high",5,"novice","high","triangle-triangle",2,"F","circle-d-triangle-c","0",0,0,1716406459974,1716406248144,211.83
"463",7,"novice-high",5,"novice","high","triangle-triangle",3,"F","square-f-triangle-c","0",0,0,1716406464684,1716406248144,216.54
"464",7,"novice-high",5,"novice","high","triangle-triangle",4,"F","square-c-triangle-c","1",0,0,1716406467442,1716406248144,219.298
"465",7,"novice-high",5,"novice","high","triangle-triangle",5,"F","square-f-triangle-f","1",0,0,1716406472781,1716406248144,224.637
"466",7,"novice-high",5,"novice","high","triangle-triangle",6,"F","triangle-[cc]-triangle-[ff]","1",0,0,1716406476016,1716406248144,227.872
"467",7,"novice-high",5,"novice","high","triangle-triangle",7,"E","triangle-[[cc][ff]]","NA",225,225,1716406479794,1716406248144,231.65
"468",7,"novice-high",5,"novice","high","triangle-triangle",8,"E","triangle-[[cc][ff]]","NA",225,450,1716406481063,1716406248144,232.919
"469",7,"novice-high",5,"novice","high","triangle-triangle",9,"E","triangle-[[cc][ff]]","NA",225,675,1716406482533,1716406248144,234.389
"470",7,"novice-high",5,"novice","high","triangle-triangle",10,"E","triangle-[[cc][ff]]","NA",225,900,1716406484117,1716406248144,235.973
"471",7,"novice-high",6,"novice","high","circle-square",1,"F","diamond-d-triangle-d","1",0,0,1716406490805,1716406248144,242.661
"472",7,"novice-high",6,"novice","high","circle-square",2,"F","diamond-a-triangle-a","0",0,0,1716406494219,1716406248144,246.075
"473",7,"novice-high",6,"novice","high","circle-square",3,"F","circle-c-square-c","1",0,0,1716406500097,1716406248144,251.953
"474",7,"novice-high",6,"novice","high","circle-square",4,"F","square-[cc]-triangle-[dd]","0",0,0,1716406503466,1716406248144,255.322
"475",7,"novice-high",6,"novice","high","circle-square",5,"F","square-d-square-d","0",0,0,1716406507184,1716406248144,259.04
"476",7,"novice-high",6,"novice","high","circle-square",6,"E","triangle-[dd]","NA",150,150,1716406509579,1716406248144,261.435
"477",7,"novice-high",6,"novice","high","circle-square",7,"E","triangle-[dd]","NA",150,300,1716406510770,1716406248144,262.626
"478",7,"novice-high",6,"novice","high","circle-square",8,"E","triangle-[dd]","NA",150,450,1716406511948,1716406248144,263.804
"479",7,"novice-high",6,"novice","high","circle-square",9,"E","triangle-[dd]","NA",150,600,1716406512981,1716406248144,264.837
"480",7,"novice-high",6,"novice","high","circle-square",10,"E","triangle-[dd]","NA",150,750,1716406514024,1716406248144,265.88
"481",7,"novice-high",7,"novice","high","diamond-diamond",1,"F","diamond-a-square-a","1",0,0,1716406519397,1716406248144,271.253
"482",7,"novice-high",7,"novice","high","diamond-diamond",2,"F","diamond-c-triangle-c","0",0,0,1716406524118,1716406248144,275.974
"483",7,"novice-high",7,"novice","high","diamond-diamond",3,"F","circle-c-square-e","1",0,0,1716406528072,1716406248144,279.928
"484",7,"novice-high",7,"novice","high","diamond-diamond",4,"F","square-[aa]-square-[ce]","0",0,0,1716406531238,1716406248144,283.094
"485",7,"novice-high",7,"novice","high","diamond-diamond",5,"F","diamond-e-square-d","0",0,0,1716406534006,1716406248144,285.862
"486",7,"novice-high",7,"novice","high","diamond-diamond",6,"E","square-[ce]","NA",150,150,1716406536788,1716406248144,288.644
"487",7,"novice-high",7,"novice","high","diamond-diamond",7,"E","square-[ce]","NA",150,300,1716406538844,1716406248144,290.7
"488",7,"novice-high",7,"novice","high","diamond-diamond",8,"E","square-[ce]","NA",150,450,1716406540304,1716406248144,292.16
"489",7,"novice-high",7,"novice","high","diamond-diamond",9,"E","square-[ce]","NA",150,600,1716406541633,1716406248144,293.489
"490",7,"novice-high",7,"novice","high","diamond-diamond",10,"E","square-[ce]","NA",150,750,1716406543088,1716406248144,294.944
"491",8,"novice-high",1,"novice","high","circle-square",1,"F","circle-e-circle-f","0",0,0,1716406371405,1716406172244,199.161
"492",8,"novice-high",1,"novice","high","circle-square",2,"F","square-c-square-e","0",0,0,1716406375790,1716406172244,203.546
"493",8,"novice-high",1,"novice","high","circle-square",3,"F","triangle-a-triangle-d","0",0,0,1716406379673,1716406172244,207.429
"494",8,"novice-high",1,"novice","high","circle-square",4,"F","square-a-square-f","1",0,0,1716406388159,1716406172244,215.915
"495",8,"novice-high",1,"novice","high","circle-square",5,"F","circle-e-square-[af]","1",0,0,1716406393919,1716406172244,221.675
"496",8,"novice-high",1,"novice","high","circle-square",6,"E","square-[[af]e]","NA",225,225,1716406397717,1716406172244,225.473
"497",8,"novice-high",1,"novice","high","circle-square",7,"E","square-[[af]e]","NA",225,450,1716406399081,1716406172244,226.837
"498",8,"novice-high",1,"novice","high","circle-square",8,"E","square-[[af]e]","NA",225,675,1716406400305,1716406172244,228.061
"499",8,"novice-high",1,"novice","high","circle-square",9,"E","square-[[af]e]","NA",225,900,1716406403159,1716406172244,230.915
"500",8,"novice-high",1,"novice","high","circle-square",10,"E","square-[[af]e]","NA",225,1125,1716406404646,1716406172244,232.402
"501",8,"novice-high",2,"novice","high","diamond-triangle",1,"F","square-b-square-c","0",0,0,1716406409740,1716406172244,237.496
"502",8,"novice-high",2,"novice","high","diamond-triangle",2,"F","circle-d-triangle-d","1",0,0,1716406413677,1716406172244,241.433
"503",8,"novice-high",2,"novice","high","diamond-triangle",3,"F","triangle-[dd]-triangle-e","0",0,0,1716406417117,1716406172244,244.873
"504",8,"novice-high",2,"novice","high","diamond-triangle",4,"F","triangle-[dd]-triangle-c","0",0,0,1716406420211,1716406172244,247.967
"505",8,"novice-high",2,"novice","high","diamond-triangle",5,"F","square-e-triangle-[dd]","0",0,0,1716406423835,1716406172244,251.591
"506",8,"novice-high",2,"novice","high","diamond-triangle",6,"F","triangle-[dd]-triangle-[dd]","0",0,0,1716406427352,1716406172244,255.108
"507",8,"novice-high",2,"novice","high","diamond-triangle",7,"E","triangle-[dd]","NA",150,150,1716406430364,1716406172244,258.12
"508",8,"novice-high",2,"novice","high","diamond-triangle",8,"E","triangle-[dd]","NA",150,300,1716406431642,1716406172244,259.398
"509",8,"novice-high",2,"novice","high","diamond-triangle",9,"E","triangle-[dd]","NA",150,450,1716406433210,1716406172244,260.966
"510",8,"novice-high",2,"novice","high","diamond-triangle",10,"E","triangle-[dd]","NA",150,600,1716406434867,1716406172244,262.623
"511",8,"novice-high",3,"novice","high","circle-triangle",1,"F","square-b-square-c","0",0,0,1716406438576,1716406172244,266.332
"512",8,"novice-high",3,"novice","high","circle-triangle",2,"F","diamond-e-triangle-b","0",0,0,1716406441544,1716406172244,269.3
"513",8,"novice-high",3,"novice","high","circle-triangle",3,"F","circle-b-square-d","1",0,0,1716406444486,1716406172244,272.242
"514",8,"novice-high",3,"novice","high","circle-triangle",4,"F","square-[bd]-square-e","0",0,0,1716406471557,1716406172244,299.313
"515",8,"novice-high",3,"novice","high","circle-triangle",5,"F","diamond-e-square-[bd]","0",0,0,1716406475473,1716406172244,303.229
"516",8,"novice-high",3,"novice","high","circle-triangle",6,"F","square-[bd]-triangle-c","0",0,0,1716406478702,1716406172244,306.458
"517",8,"novice-high",3,"novice","high","circle-triangle",7,"F","triangle-d-triangle-f","0",0,0,1716406481549,1716406172244,309.305
"518",8,"novice-high",3,"novice","high","circle-triangle",8,"E","square-[bd]","NA",150,150,1716406484072,1716406172244,311.828
"519",8,"novice-high",3,"novice","high","circle-triangle",9,"E","square-[bd]","NA",150,300,1716406485315,1716406172244,313.071
"520",8,"novice-high",3,"novice","high","circle-triangle",10,"E","square-[bd]","NA",150,450,1716406486412,1716406172244,314.168
"521",8,"novice-high",4,"novice","high","square-diamond",1,"F","square-b-square-c","0",0,0,1716406492670,1716406172244,320.426
"522",8,"novice-high",4,"novice","high","square-diamond",2,"F","circle-d-triangle-a","0",0,0,1716406495504,1716406172244,323.26
"523",8,"novice-high",4,"novice","high","square-diamond",3,"F","diamond-e-square-e","0",0,0,1716406498400,1716406172244,326.156
"524",8,"novice-high",4,"novice","high","square-diamond",4,"F","triangle-a-triangle-b","0",0,0,1716406502621,1716406172244,330.377
"525",8,"novice-high",4,"novice","high","square-diamond",5,"E","circle-a","NA",100,100,1716406506081,1716406172244,333.837
"526",8,"novice-high",4,"novice","high","square-diamond",6,"E","circle-a","NA",100,200,1716406506964,1716406172244,334.72
"527",8,"novice-high",4,"novice","high","square-diamond",7,"E","circle-a","NA",100,300,1716406507849,1716406172244,335.605
"528",8,"novice-high",4,"novice","high","square-diamond",8,"E","circle-a","NA",100,400,1716406508738,1716406172244,336.494
"529",8,"novice-high",4,"novice","high","square-diamond",9,"E","circle-a","NA",100,500,1716406509621,1716406172244,337.377
"530",8,"novice-high",4,"novice","high","square-diamond",10,"E","circle-a","NA",100,600,1716406510532,1716406172244,338.288
"531",8,"novice-high",5,"novice","high","diamond-diamond",1,"F","square-b-square-c","0",0,0,1716406515110,1716406172244,342.866
"532",8,"novice-high",5,"novice","high","diamond-diamond",2,"F","diamond-a-diamond-f","1",0,0,1716406518323,1716406172244,346.079
"533",8,"novice-high",5,"novice","high","diamond-diamond",3,"F","diamond-[af]-square-e","0",0,0,1716406522141,1716406172244,349.897
"534",8,"novice-high",5,"novice","high","diamond-diamond",4,"F","circle-c-diamond-[af]","1",0,0,1716406524938,1716406172244,352.694
"535",8,"novice-high",5,"novice","high","diamond-diamond",5,"F","diamond-[[af]c]-diamond-[af]","1",0,0,1716406527490,1716406172244,355.246
"536",8,"novice-high",5,"novice","high","diamond-diamond",6,"E","diamond-[[[af]c][af]]","NA",338,338,1716406532455,1716406172244,360.211
"537",8,"novice-high",5,"novice","high","diamond-diamond",7,"E","diamond-[[[af]c][af]]","NA",338,676,1716406533870,1716406172244,361.626
"538",8,"novice-high",5,"novice","high","diamond-diamond",8,"E","diamond-[[[af]c][af]]","NA",338,1014,1716406535447,1716406172244,363.203
"539",8,"novice-high",5,"novice","high","diamond-diamond",9,"E","diamond-[[[af]c][af]]","NA",338,1352,1716406537262,1716406172244,365.018
"540",8,"novice-high",5,"novice","high","diamond-diamond",10,"E","diamond-[[[af]c][af]]","NA",338,1690,1716406541911,1716406172244,369.667
"541",8,"novice-high",6,"novice","high","square-square",1,"F","triangle-a-triangle-f","1",0,0,1716406550566,1716406172244,378.322
"542",8,"novice-high",6,"novice","high","square-square",2,"F","circle-f-diamond-c","0",0,0,1716406554604,1716406172244,382.36
"543",8,"novice-high",6,"novice","high","square-square",3,"F","diamond-c-triangle-[af]","0",0,0,1716406557443,1716406172244,385.199
"544",8,"novice-high",6,"novice","high","square-square",4,"F","triangle-[af]-triangle-c","0",0,0,1716406564758,1716406172244,392.514
"545",8,"novice-high",6,"novice","high","square-square",5,"F","square-e-triangle-[af]","0",0,0,1716406568898,1716406172244,396.654
"546",8,"novice-high",6,"novice","high","square-square",6,"E","triangle-[af]","NA",150,150,1716406572399,1716406172244,400.155
"547",8,"novice-high",6,"novice","high","square-square",7,"E","triangle-[af]","NA",150,300,1716406573694,1716406172244,401.45
"548",8,"novice-high",6,"novice","high","square-square",8,"E","triangle-[af]","NA",150,450,1716406574911,1716406172244,402.667
"549",8,"novice-high",6,"novice","high","square-square",9,"E","triangle-[af]","NA",150,600,1716406576436,1716406172244,404.192
"550",8,"novice-high",6,"novice","high","square-square",10,"E","triangle-[af]","NA",150,750,1716406577906,1716406172244,405.662
"551",8,"novice-high",7,"novice","high","triangle-triangle",1,"F","square-a-triangle-b","0",0,0,1716406583920,1716406172244,411.676
"552",8,"novice-high",7,"novice","high","triangle-triangle",2,"F","diamond-c-square-e","0",0,0,1716406588217,1716406172244,415.973
"553",8,"novice-high",7,"novice","high","triangle-triangle",3,"F","square-c-square-f","0",0,0,1716406590468,1716406172244,418.224
"554",8,"novice-high",7,"novice","high","triangle-triangle",4,"F","circle-c-diamond-f","0",0,0,1716406593544,1716406172244,421.3
"555",8,"novice-high",7,"novice","high","triangle-triangle",5,"F","triangle-d-triangle-e","1",0,0,1716406598214,1716406172244,425.97
"556",8,"novice-high",7,"novice","high","triangle-triangle",6,"F","diamond-d-diamond-e","0",0,0,1716406608130,1716406172244,435.886
"557",8,"novice-high",7,"novice","high","triangle-triangle",7,"F","square-d-square-e","1",0,0,1716406611911,1716406172244,439.667
"558",8,"novice-high",7,"novice","high","triangle-triangle",8,"F","square-[de]-triangle-[de]","0",0,0,1716406614534,1716406172244,442.29
"559",8,"novice-high",7,"novice","high","triangle-triangle",9,"F","circle-e-triangle-[de]","0",0,0,1716406620840,1716406172244,448.596
"560",8,"novice-high",7,"novice","high","triangle-triangle",10,"E","triangle-[de]","NA",150,150,1716406624201,1716406172244,451.957
"561",9,"novice-high",1,"novice","high","circle-square",1,"F","square-a-square-b","0",0,0,1716406478805,1716406393552,85.253
"562",9,"novice-high",1,"novice","high","circle-square",2,"F","square-a-triangle-b","0",0,0,1716406482816,1716406393552,89.264
"563",9,"novice-high",1,"novice","high","circle-square",3,"F","circle-a-diamond-a","0",0,0,1716406487093,1716406393552,93.541
"564",9,"novice-high",1,"novice","high","circle-square",4,"F","circle-a-circle-b","0",0,0,1716406489972,1716406393552,96.42
"565",9,"novice-high",1,"novice","high","circle-square",5,"F","diamond-a-diamond-e","0",0,0,1716406496016,1716406393552,102.464
"566",9,"novice-high",1,"novice","high","circle-square",6,"F","diamond-c-triangle-a","0",0,0,1716406507619,1716406393552,114.067
"567",9,"novice-high",1,"novice","high","circle-square",7,"E","diamond-c","NA",100,100,1716406509675,1716406393552,116.123
"568",9,"novice-high",1,"novice","high","circle-square",8,"E","diamond-c","NA",100,200,1716406510674,1716406393552,117.122
"569",9,"novice-high",1,"novice","high","circle-square",9,"E","diamond-c","NA",100,300,1716406511201,1716406393552,117.649
"570",9,"novice-high",1,"novice","high","circle-square",10,"E","diamond-c","NA",100,400,1716406511744,1716406393552,118.192
"571",9,"novice-high",2,"novice","high","circle-diamond",1,"F","square-a-square-b","0",0,0,1716406517029,1716406393552,123.477
"572",9,"novice-high",2,"novice","high","circle-diamond",2,"F","square-e-triangle-e","0",0,0,1716406521956,1716406393552,128.404
"573",9,"novice-high",2,"novice","high","circle-diamond",3,"F","circle-f-diamond-d","1",0,0,1716406527347,1716406393552,133.795
"574",9,"novice-high",2,"novice","high","circle-diamond",4,"F","circle-c-diamond-[df]","1",0,0,1716406530131,1716406393552,136.579
"575",9,"novice-high",2,"novice","high","circle-diamond",5,"E","diamond-[[df]c]","NA",225,225,1716406532608,1716406393552,139.056
"576",9,"novice-high",2,"novice","high","circle-diamond",6,"E","diamond-[[df]c]","NA",225,450,1716406534026,1716406393552,140.474
"577",9,"novice-high",2,"novice","high","circle-diamond",7,"E","diamond-[[df]c]","NA",225,675,1716406535250,1716406393552,141.698
"578",9,"novice-high",2,"novice","high","circle-diamond",8,"E","diamond-[[df]c]","NA",225,900,1716406536891,1716406393552,143.339
"579",9,"novice-high",2,"novice","high","circle-diamond",9,"E","diamond-[[df]c]","NA",225,1125,1716406538806,1716406393552,145.254
"580",9,"novice-high",2,"novice","high","circle-diamond",10,"E","diamond-[[df]c]","NA",225,1350,1716406539924,1716406393552,146.372
"581",9,"novice-high",3,"novice","high","triangle-triangle",1,"F","diamond-f-triangle-c","0",0,0,1716406546671,1716406393552,153.119
"582",9,"novice-high",3,"novice","high","triangle-triangle",2,"F","circle-f-diamond-e","0",0,0,1716406549916,1716406393552,156.364
"583",9,"novice-high",3,"novice","high","triangle-triangle",3,"F","circle-f-square-e","0",0,0,1716406553615,1716406393552,160.063
"584",9,"novice-high",3,"novice","high","triangle-triangle",4,"F","circle-c-triangle-d","0",0,0,1716406558237,1716406393552,164.685
"585",9,"novice-high",3,"novice","high","triangle-triangle",5,"F","circle-c-square-c","0",0,0,1716406560990,1716406393552,167.438
"586",9,"novice-high",3,"novice","high","triangle-triangle",6,"F","circle-a-square-d","0",0,0,1716406564487,1716406393552,170.935
"587",9,"novice-high",3,"novice","high","triangle-triangle",7,"E","triangle-a","NA",100,100,1716406566372,1716406393552,172.82
"588",9,"novice-high",3,"novice","high","triangle-triangle",8,"E","diamond-b","NA",100,200,1716406567652,1716406393552,174.1
"589",9,"novice-high",3,"novice","high","triangle-triangle",9,"E","diamond-b","NA",100,300,1716406568259,1716406393552,174.707
"590",9,"novice-high",3,"novice","high","triangle-triangle",10,"E","diamond-b","NA",100,400,1716406568854,1716406393552,175.302
"591",9,"novice-high",4,"novice","high","triangle-square",1,"F","circle-c-square-d","0",0,0,1716406572378,1716406393552,178.826
"592",9,"novice-high",4,"novice","high","triangle-square",2,"F","circle-f-diamond-f","0",0,0,1716406574622,1716406393552,181.07
"593",9,"novice-high",4,"novice","high","triangle-square",3,"F","circle-c-triangle-e","0",0,0,1716406578586,1716406393552,185.034
"594",9,"novice-high",4,"novice","high","triangle-square",4,"F","square-a-square-b","0",0,0,1716406581062,1716406393552,187.51
"595",9,"novice-high",4,"novice","high","triangle-square",5,"E","triangle-a","NA",100,100,1716406582824,1716406393552,189.272
"596",9,"novice-high",4,"novice","high","triangle-square",6,"E","diamond-c","NA",100,200,1716406584006,1716406393552,190.454
"597",9,"novice-high",4,"novice","high","triangle-square",7,"E","diamond-a","NA",100,300,1716406585121,1716406393552,191.569
"598",9,"novice-high",4,"novice","high","triangle-square",8,"E","diamond-a","NA",100,400,1716406585730,1716406393552,192.178
"599",9,"novice-high",4,"novice","high","triangle-square",9,"E","diamond-a","NA",100,500,1716406586377,1716406393552,192.825
"600",9,"novice-high",4,"novice","high","triangle-square",10,"E","diamond-a","NA",100,600,1716406586823,1716406393552,193.271
"601",9,"novice-high",5,"novice","high","diamond-triangle",1,"F","circle-e-circle-f","0",0,0,1716406590983,1716406393552,197.431
"602",9,"novice-high",5,"novice","high","diamond-triangle",2,"F","diamond-f-triangle-a","0",0,0,1716406594375,1716406393552,200.823
"603",9,"novice-high",5,"novice","high","diamond-triangle",3,"F","square-d-square-f","0",0,0,1716406596567,1716406393552,203.015
"604",9,"novice-high",5,"novice","high","diamond-triangle",4,"F","square-d-triangle-f","0",0,0,1716406600818,1716406393552,207.266
"605",9,"novice-high",5,"novice","high","diamond-triangle",5,"E","diamond-a","NA",100,100,1716406602966,1716406393552,209.414
"606",9,"novice-high",5,"novice","high","diamond-triangle",6,"E","diamond-a","NA",100,200,1716406603370,1716406393552,209.818
"607",9,"novice-high",5,"novice","high","diamond-triangle",7,"E","diamond-a","NA",100,300,1716406603720,1716406393552,210.168
"608",9,"novice-high",5,"novice","high","diamond-triangle",8,"E","diamond-a","NA",100,400,1716406604061,1716406393552,210.509
"609",9,"novice-high",5,"novice","high","diamond-triangle",9,"E","diamond-a","NA",100,500,1716406604767,1716406393552,211.215
"610",9,"novice-high",5,"novice","high","diamond-triangle",10,"E","diamond-a","NA",100,600,1716406605149,1716406393552,211.597
"611",9,"novice-high",6,"novice","high","diamond-square",1,"E","circle-c","NA",100,100,1716406609335,1716406393552,215.783
"612",9,"novice-high",6,"novice","high","diamond-square",2,"E","circle-c","NA",100,200,1716406609890,1716406393552,216.338
"613",9,"novice-high",6,"novice","high","diamond-square",3,"E","circle-c","NA",100,300,1716406610272,1716406393552,216.72
"614",9,"novice-high",6,"novice","high","diamond-square",4,"E","circle-c","NA",100,400,1716406610646,1716406393552,217.094
"615",9,"novice-high",6,"novice","high","diamond-square",5,"E","circle-c","NA",100,500,1716406610995,1716406393552,217.443
"616",9,"novice-high",6,"novice","high","diamond-square",6,"E","circle-c","NA",100,600,1716406611349,1716406393552,217.797
"617",9,"novice-high",6,"novice","high","diamond-square",7,"E","circle-c","NA",100,700,1716406611713,1716406393552,218.161
"618",9,"novice-high",6,"novice","high","diamond-square",8,"E","circle-c","NA",100,800,1716406612082,1716406393552,218.53
"619",9,"novice-high",6,"novice","high","diamond-square",9,"E","circle-c","NA",100,900,1716406612432,1716406393552,218.88
"620",9,"novice-high",6,"novice","high","diamond-square",10,"E","circle-c","NA",100,1000,1716406612831,1716406393552,219.279
"621",9,"novice-high",7,"novice","high","diamond-diamond",1,"E","circle-c","NA",100,100,1716406615099,1716406393552,221.547
"622",9,"novice-high",7,"novice","high","diamond-diamond",2,"E","circle-c","NA",100,200,1716406615437,1716406393552,221.885
"623",9,"novice-high",7,"novice","high","diamond-diamond",3,"E","circle-c","NA",100,300,1716406616273,1716406393552,222.721
